claim_id,valuation_date,case_reserve_amount,expense_reserve_amount
C0000002,2022-06-27,1153.3350416809653,115.33350416809654
C0000002,2022-07-27,3659.8226725542263,365.98226725542264
C0000002,2022-08-27,2212.952139428654,221.29521394286542
C0000002,2022-09-27,2632.491894385855,263.2491894385855
C0000002,2022-10-27,3043.1710273106783,304.31710273106785
C0000002,2022-11-27,821.0121682622698,82.10121682622699
C0000002,2022-12-27,2250.948660059968,225.0948660059968
C0000002,2023-01-27,1970.0057783189914,197.00057783189914
C0000002,2023-02-27,1008.6543050394412,100.86543050394413
C0000002,2023-03-27,1276.7467953510009,127.6746795351001
C0000002,2023-04-27,1465.189525514577,146.51895255145772
C0000002,2023-05-27,1387.7132722802796,138.77132722802796
C0000002,2023-06-27,1015.2986691777456,101.52986691777457
C0000002,2023-07-27,1530.1509005898256,153.01509005898257
C0000002,2023-08-27,1170.0074602493794,117.00074602493794
C0000002,2023-09-27,921.6612327582751,92.16612327582752
C0000002,2023-10-27,1041.0846430688111,104.10846430688112
C0000002,2023-11-27,1730.1389923849465,173.01389923849467
C0000002,2023-12-27,1000.1853494524808,100.01853494524808
C0000002,2024-01-27,776.1884671483307,77.61884671483307
C0000002,2024-02-27,997.0848932377958,99.70848932377959
C0000002,2024-03-27,893.6177237840311,89.36177237840312
C0000002,2024-04-27,642.8678925523744,64.28678925523745
C0000002,2024-05-27,522.6734382272158,52.267343822721585
C0000002,2024-06-27,590.1617024912897,59.016170249128976
C0000002,2024-07-27,711.845897570889,71.1845897570889
C0000002,2024-08-27,799.4996616833686,79.94996616833686
C0000002,2024-09-27,244.71430774430715,24.471430774430715
C0000002,2024-10-27,357.4233304107724,35.74233304107724
C0000002,2024-11-27,715.2356392102871,71.52356392102871
C0000002,2024-12-27,462.3724190701566,46.23724190701566
C0000003,2023-03-20,3263.257972421568,326.3257972421568
C0000003,2023-04-20,1634.233443240718,163.42334432407182
C0000003,2023-05-20,2361.5247392369633,236.15247392369633
C0000003,2023-06-20,1866.0170587986436,186.60170587986437
C0000003,2023-07-20,2358.5129742695794,235.85129742695796
C0000003,2023-08-20,2677.412262387704,267.74122623877037
C0000003,2023-09-20,3263.213836955298,326.32138369552985
C0000003,2023-10-20,1916.720203415131,191.6720203415131
C0000003,2023-11-20,2098.188288139294,209.8188288139294
C0000003,2023-12-20,1037.825046194346,103.7825046194346
C0000003,2024-01-20,1940.1404254314198,194.01404254314198
C0000003,2024-02-20,2025.2599049463731,202.5259904946373
C0000003,2024-03-20,1868.0837445738362,186.80837445738362
C0000003,2024-04-20,1696.6547009219619,169.6654700921962
C0000003,2024-05-20,1694.1337043030076,169.41337043030077
C0000003,2024-06-20,1116.334368177036,111.6334368177036
C0000003,2024-07-20,1038.1569559287059,103.8156955928706
C0000003,2024-08-20,1103.499574931817,110.3499574931817
C0000003,2024-09-20,1494.4571694357473,149.44571694357475
C0000003,2024-10-20,1178.0621398144972,117.80621398144973
C0000003,2024-11-20,1136.8940483307222,113.68940483307222
C0000003,2024-12-20,1159.373401264166,115.9373401264166
C0000004,2023-10-20,1819.3734723264008,181.9373472326401
C0000004,2023-11-20,3206.166468208354,320.61664682083546
C0000004,2023-12-20,593.7554018410127,59.375540184101276
C0000004,2024-01-20,4177.115720687009,417.71157206870095
C0000004,2024-02-20,2059.66637163554,205.96663716355403
C0000004,2024-03-20,2139.5098235311402,213.95098235311403
C0000004,2024-04-20,2601.050083327711,260.1050083327711
C0000004,2024-05-20,2276.4741943750837,227.64741943750838
C0000004,2024-06-20,1760.701447685184,176.0701447685184
C0000004,2024-07-20,2796.3658626189917,279.6365862618992
C0000004,2024-08-20,1168.1623008813353,116.81623008813354
C0000004,2024-09-20,1139.6184641004488,113.96184641004488
C0000004,2024-10-20,1075.9144401843134,107.59144401843135
C0000004,2024-11-20,1166.8527119949342,116.68527119949343
C0000004,2024-12-20,2098.5157410493484,209.85157410493485
C0000005,2023-10-09,3224.084001844495,322.40840018444953
C0000005,2023-11-09,4423.635885829139,442.3635885829139
C0000005,2023-12-09,2942.0019974484476,294.2001997448448
C0000005,2024-01-09,2565.071751719553,256.50717517195534
C0000005,2024-02-09,3405.3543317139024,340.53543317139025
C0000005,2024-03-09,2494.0512530166407,249.40512530166407
C0000005,2024-04-09,2184.0939065608745,218.40939065608745
C0000005,2024-05-09,1531.3066033022308,153.1306603302231
C0000005,2024-06-09,1298.1834912670174,129.81834912670175
C0000005,2024-07-09,1773.1327978817365,177.31327978817365
C0000005,2024-08-09,1522.0342840716248,152.20342840716248
C0000005,2024-09-09,1291.200951710152,129.1200951710152
C0000005,2024-10-09,1502.4133919900348,150.24133919900348
C0000005,2024-11-09,2691.1137640365528,269.1113764036553
C0000005,2024-12-09,1125.5630280883329,112.5563028088333
C0000006,2022-07-19,3705.259212904015,370.5259212904015
C0000006,2022-08-19,2510.234402303574,251.0234402303574
C0000006,2022-09-19,2232.77418591119,223.27741859111904
C0000006,2022-10-19,3145.53967655635,314.553967655635
C0000006,2022-11-19,2865.1048870073837,286.5104887007384
C0000006,2022-12-19,1791.2031062037936,179.12031062037937
C0000006,2023-01-19,699.5810496014708,69.95810496014708
C0000006,2023-02-19,1552.369093010132,155.2369093010132
C0000006,2023-03-19,2563.216237123239,256.3216237123239
C0000006,2023-04-19,2303.4318028125667,230.34318028125668
C0000006,2023-05-19,1732.8317643726493,173.28317643726496
C0000006,2023-06-19,1543.8700242283958,154.3870024228396
C0000006,2023-07-19,659.9773914878698,65.99773914878698
C0000006,2023-08-19,1251.843041284983,125.1843041284983
C0000006,2023-09-19,1808.1929723918704,180.81929723918705
C0000006,2023-10-19,1408.129868261888,140.81298682618882
C0000006,2023-11-19,1907.5440756586963,190.75440756586966
C0000006,2023-12-19,975.3597629949799,97.53597629949799
C0000006,2024-01-19,1509.6995303551241,150.96995303551242
C0000006,2024-02-19,1807.2979964568199,180.729799645682
C0000006,2024-03-19,887.19130405224,88.719130405224
C0000006,2024-04-19,1029.3370082452457,102.93370082452458
C0000006,2024-05-19,743.3288458622336,74.33288458622336
C0000006,2024-06-19,643.7762881729893,64.37762881729894
C0000006,2024-07-19,1004.5726369742712,100.45726369742712
C0000006,2024-08-19,715.5374552176879,71.55374552176879
C0000006,2024-09-19,1033.5535539585467,103.35535539585467
C0000006,2024-10-19,995.3165028590222,99.53165028590223
C0000006,2024-11-19,459.3144644952049,45.93144644952049
C0000006,2024-12-19,572.2720361972446,57.22720361972446
C0000007,2020-06-19,1526.3420581400985,152.63420581400985
C0000007,2020-07-19,1926.6113438872244,192.66113438872245
C0000007,2020-08-19,3104.3019065519766,310.4301906551977
C0000007,2020-09-19,3041.1123862253817,304.11123862253817
C0000007,2020-10-19,4334.998331320913,433.49983313209134
C0000007,2020-11-19,2301.6401356398183,230.16401356398183
C0000007,2020-12-19,1813.3311692844932,181.33311692844933
C0000007,2021-01-19,2574.483355576079,257.4483355576079
C0000007,2021-02-19,727.7751432276431,72.7775143227643
C0000007,2021-03-19,1896.6468592311314,189.66468592311315
C0000007,2021-04-19,2262.392597659261,226.2392597659261
C0000007,2021-05-19,1028.8109854661056,102.88109854661057
C0000007,2021-06-19,830.4330308295808,83.04330308295809
C0000007,2021-07-19,2116.5217164786077,211.65217164786077
C0000007,2021-08-19,1396.4201298016496,139.64201298016496
C0000007,2021-09-19,1235.9815465168526,123.59815465168526
C0000007,2021-10-19,713.9473895798104,71.39473895798105
C0000007,2021-11-19,1097.9081926315348,109.79081926315348
C0000007,2021-12-19,1071.0156180107927,107.10156180107927
C0000007,2022-01-19,698.3675126056535,69.83675126056535
C0000007,2022-02-19,701.2606013252763,70.12606013252763
C0000007,2022-03-19,1482.8593383548537,148.28593383548537
C0000007,2022-04-19,1052.743885690563,105.27438856905631
C0000007,2022-05-19,809.1652076001131,80.91652076001132
C0000007,2022-06-19,878.2372273161243,87.82372273161243
C0000007,2022-07-19,1149.386915851481,114.9386915851481
C0000007,2022-08-19,640.0586222423509,64.00586222423509
C0000007,2022-09-19,845.4025610327778,84.54025610327778
C0000007,2022-10-19,451.7810801021722,45.17810801021722
C0000007,2022-11-19,760.8415109441615,76.08415109441616
C0000007,2022-12-19,498.9130076835114,49.891300768351144
C0000007,2023-01-19,532.646212475804,53.2646212475804
C0000007,2023-02-19,404.12590155037435,40.412590155037435
C0000007,2023-03-19,252.3936491609729,25.23936491609729
C0000007,2023-04-19,275.63482922236653,27.563482922236656
C0000007,2023-05-19,418.01549504149614,41.80154950414962
C0000008,2018-02-18,2658.340700251271,265.8340700251271
C0000008,2018-03-18,2876.4832075140116,287.6483207514012
C0000008,2018-04-18,2054.34416352816,205.43441635281602
C0000008,2018-05-18,1630.518160635921,163.05181606359213
C0000008,2018-06-18,2249.100748897711,224.91007488977112
C0000008,2018-07-18,2902.928157617315,290.2928157617315
C0000008,2018-08-18,2524.5359656021187,252.45359656021188
C0000008,2018-09-18,2496.3082764345695,249.63082764345697
C0000008,2018-10-18,1669.7224292348913,166.97224292348915
C0000008,2018-11-18,1887.2740250442903,188.72740250442905
C0000008,2018-12-18,1526.7087548805225,152.67087548805225
C0000008,2019-01-18,1820.2595018215775,182.02595018215777
C0000008,2019-02-18,712.1620418400923,71.21620418400924
C0000008,2019-03-18,1179.112741260981,117.9112741260981
C0000008,2019-04-18,1504.359506184452,150.4359506184452
C0000008,2019-05-18,399.8971372328626,39.98971372328626
C0000008,2019-06-18,1387.0312647684093,138.70312647684094
C0000008,2019-07-18,972.6885976448525,97.26885976448526
C0000008,2019-08-18,1369.118390575534,136.9118390575534
C0000008,2019-09-18,1100.2017013096754,110.02017013096754
C0000008,2019-10-18,831.8750214884003,83.18750214884004
C0000008,2019-11-18,984.0375874972793,98.40375874972794
C0000008,2019-12-18,1195.2762284202583,119.52762284202583
C0000008,2020-01-18,831.2884827773225,83.12884827773226
C0000008,2020-02-18,960.7647376913997,96.07647376913997
C0000008,2020-03-18,818.5975221759946,81.85975221759946
C0000008,2020-04-18,803.226618907926,80.3226618907926
C0000008,2020-05-18,871.1098334302137,87.11098334302137
C0000008,2020-06-18,725.528473550401,72.5528473550401
C0000008,2020-07-18,616.9940367005732,61.69940367005733
C0000008,2020-08-18,525.9110301000372,52.59110301000373
C0000008,2020-09-18,256.63423974227936,25.66342397422794
C0000008,2020-10-18,611.826343311816,61.1826343311816
C0000008,2020-11-18,469.0213479514779,46.90213479514779
C0000008,2020-12-18,365.62138706511746,36.562138706511746
C0000008,2021-01-18,461.26566732641925,46.126566732641926
C0000009,2021-02-15,4596.812468538926,459.6812468538926
C0000009,2021-03-15,3509.811249657081,350.98112496570815
C0000009,2021-04-15,3161.291496175744,316.12914961757446
C0000009,2021-05-15,3088.3274249888805,308.8327424988881
C0000009,2021-06-15,3119.5794719697124,311.95794719697125
C0000009,2021-07-15,2097.042251914851,209.7042251914851
C0000009,2021-08-15,2171.2959881267275,217.12959881267275
C0000009,2021-09-15,1434.4501106639639,143.4450110663964
C0000009,2021-10-15,1528.249479151468,152.8249479151468
C0000009,2021-11-15,1613.8975741391278,161.38975741391278
C0000009,2021-12-15,1977.0952350547395,197.70952350547395
C0000009,2022-01-15,988.427120919861,98.8427120919861
C0000009,2022-02-15,1611.659938612285,161.16599386122851
C0000009,2022-03-15,978.7196257592695,97.87196257592696
C0000009,2022-04-15,1295.6722468582873,129.56722468582873
C0000009,2022-05-15,1666.6847089457772,166.66847089457772
C0000009,2022-06-15,1991.4765511198182,199.14765511198183
C0000009,2022-07-15,1671.541537172981,167.1541537172981
C0000009,2022-08-15,1158.4869570589858,115.84869570589859
C0000009,2022-09-15,1213.4918047393096,121.34918047393097
C0000009,2022-10-15,706.576430617318,70.6576430617318
C0000009,2022-11-15,864.6511370179018,86.46511370179019
C0000009,2022-12-15,925.0265416141312,92.50265416141313
C0000009,2023-01-15,658.1210118926967,65.81210118926968
C0000009,2023-02-15,1055.9037929878227,105.59037929878228
C0000009,2023-03-15,553.7221513743438,55.37221513743438
C0000009,2023-04-15,818.7410608827978,81.87410608827979
C0000009,2023-05-15,655.4837622395305,65.54837622395306
C0000009,2023-06-15,573.5047991062081,57.35047991062081
C0000009,2023-07-15,487.0227648371841,48.702276483718414
C0000009,2023-08-15,565.3156780376981,56.53156780376982
C0000009,2023-09-15,440.7248088635288,44.07248088635288
C0000009,2023-10-15,548.555587422478,54.8555587422478
C0000009,2023-11-15,535.3681946248711,53.53681946248711
C0000009,2023-12-15,363.47857495477155,36.34785749547716
C0000009,2024-01-15,423.93895799833047,42.39389579983305
C0000010,2015-05-07,1766.3620681865957,176.6362068186596
C0000010,2015-06-07,2952.1956333223093,295.21956333223096
C0000010,2015-07-07,3646.007745161665,364.6007745161665
C0000010,2015-08-07,2803.5332900703474,280.35332900703474
C0000010,2015-09-07,2923.4781253543492,292.3478125354349
C0000010,2015-10-07,2198.4241277698306,219.84241277698308
C0000010,2015-11-07,2383.5065581191416,238.35065581191418
C0000010,2015-12-07,2235.3329848751728,223.5332984875173
C0000010,2016-01-07,1557.7598046531589,155.7759804653159
C0000010,2016-02-07,1651.287842007356,165.1287842007356
C0000010,2016-03-07,532.2905187470981,53.22905187470981
C0000010,2016-04-07,1665.3203085695075,166.53203085695077
C0000010,2016-05-07,1576.8155315648644,157.68155315648644
C0000010,2016-06-07,1334.0930419147774,133.40930419147773
C0000010,2016-07-07,2029.8906225435994,202.98906225435996
C0000010,2016-08-07,1276.9098481359172,127.69098481359173
C0000010,2016-09-07,1034.6102675558748,103.46102675558748
C0000010,2016-10-07,772.5795638456518,77.25795638456519
C0000010,2016-11-07,844.8020354117787,84.48020354117787
C0000010,2016-12-07,1361.8797376694436,136.18797376694437
C0000010,2017-01-07,983.6183774782975,98.36183774782975
C0000010,2017-02-07,832.3441030416095,83.23441030416096
C0000010,2017-03-07,988.51924187241,98.85192418724101
C0000010,2017-04-07,898.7049355390653,89.87049355390654
C0000010,2017-05-07,897.287216121884,89.7287216121884
C0000010,2017-06-07,666.7196727484591,66.67196727484591
C0000010,2017-07-07,381.4906232844308,38.14906232844308
C0000010,2017-08-07,842.7898092809534,84.27898092809534
C0000010,2017-09-07,547.7130380736932,54.77130380736932
C0000010,2017-10-07,431.3076366793199,43.130763667931994
C0000010,2017-11-07,510.56713412546884,51.056713412546884
C0000010,2017-12-07,562.7652488723954,56.276524887239546
C0000010,2018-01-07,313.23391530382537,31.323391530382537
C0000010,2018-02-07,299.2006701117041,29.92006701117041
C0000010,2018-03-07,356.4437400936235,35.64437400936235
C0000010,2018-04-07,414.5985686897458,41.45985686897458
C0000011,2022-03-04,3179.1253528218035,317.9125352821804
C0000011,2022-04-04,2859.742993309141,285.9742993309141
C0000011,2022-05-04,3197.7132702834124,319.77132702834126
C0000011,2022-06-04,3456.7742602615044,345.67742602615044
C0000011,2022-07-04,3596.6341578153474,359.66341578153475
C0000011,2022-08-04,3109.9731656170757,310.9973165617076
C0000011,2022-09-04,1547.5839792052016,154.75839792052017
C0000011,2022-10-04,1775.7578394260868,177.5757839426087
C0000011,2022-11-04,2362.2667233755374,236.22667233755374
C0000011,2022-12-04,1210.4554917013254,121.04554917013255
C0000011,2023-01-04,2137.5784151600697,213.75784151600698
C0000011,2023-02-04,2175.057948881204,217.50579488812042
C0000011,2023-03-04,1651.715131988174,165.17151319881742
C0000011,2023-04-04,1486.5222200865644,148.65222200865645
C0000011,2023-05-04,2212.932849712013,221.29328497120133
C0000011,2023-06-04,701.9983044461867,70.19983044461867
C0000011,2023-07-04,713.6584672434121,71.36584672434121
C0000011,2023-08-04,789.8806647690923,78.98806647690924
C0000011,2023-09-04,1150.2163596840837,115.02163596840838
C0000011,2023-10-04,1303.004566145427,130.3004566145427
C0000011,2023-11-04,1695.3261167081732,169.53261167081735
C0000011,2023-12-04,1020.8364870526325,102.08364870526326
C0000011,2024-01-04,800.6388954280596,80.06388954280597
C0000011,2024-02-04,968.7171812567575,96.87171812567576
C0000011,2024-03-04,1002.686602890149,100.2686602890149
C0000011,2024-04-04,590.1572505972473,59.01572505972473
C0000011,2024-05-04,1312.471744486812,131.2471744486812
C0000011,2024-06-04,620.3482976160499,62.03482976160499
C0000011,2024-07-04,837.354914713898,83.7354914713898
C0000011,2024-08-04,560.2665274491325,56.02665274491325
C0000011,2024-09-04,510.8134351132827,51.08134351132827
C0000011,2024-10-04,391.1708738333312,39.11708738333312
C0000011,2024-11-04,391.1798262821252,39.11798262821252
C0000011,2024-12-04,355.13956952473893,35.5139569524739
C0000012,2018-02-22,1650.3554271144615,165.03554271144617
C0000012,2018-03-22,3715.527767030502,371.55277670305026
C0000012,2018-04-22,2710.3055617468276,271.0305561746828
C0000012,2018-05-22,2207.566426376812,220.75664263768124
C0000012,2018-06-22,2691.0534598095005,269.10534598095006
C0000012,2018-07-22,2825.000756814047,282.50007568140467
C0000012,2018-08-22,2185.420541320404,218.54205413204042
C0000012,2018-09-22,962.4179310830544,96.24179310830544
C0000012,2018-10-22,2113.4845697874625,211.34845697874627
C0000012,2018-11-22,2587.929449008862,258.7929449008862
C0000012,2018-12-22,1666.017451121556,166.6017451121556
C0000012,2019-01-22,1701.190369899755,170.1190369899755
C0000012,2019-02-22,2008.737648714255,200.87376487142552
C0000012,2019-03-22,1265.0275801369673,126.50275801369673
C0000012,2019-04-22,1125.0230736942724,112.50230736942724
C0000012,2019-05-22,1474.766106662958,147.4766106662958
C0000012,2019-06-22,1335.715681287229,133.5715681287229
C0000012,2019-07-22,829.2177810063827,82.92177810063828
C0000012,2019-08-22,871.0472249773554,87.10472249773555
C0000012,2019-09-22,417.6565048028385,41.76565048028385
C0000012,2019-10-22,827.9496214490521,82.79496214490521
C0000012,2019-11-22,920.3554687295483,92.03554687295484
C0000012,2019-12-22,959.6723967545478,95.96723967545478
C0000012,2020-01-22,894.7089797215981,89.47089797215982
C0000012,2020-02-22,670.6903679518604,67.06903679518604
C0000012,2020-03-22,653.5266422176671,65.35266422176672
C0000012,2020-04-22,585.0322939078059,58.50322939078059
C0000012,2020-05-22,953.0454262629231,95.30454262629232
C0000012,2020-06-22,812.5624196392203,81.25624196392204
C0000012,2020-07-22,676.866486037675,67.68664860376751
C0000012,2020-08-22,596.8146382355312,59.68146382355312
C0000012,2020-09-22,588.9883252318236,58.898832523182364
C0000012,2020-10-22,315.17587143476663,31.517587143476664
C0000012,2020-11-22,488.2220448060627,48.822204480606274
C0000012,2020-12-22,373.397566307685,37.3397566307685
C0000012,2021-01-22,541.4170647389849,54.141706473898495
C0000013,2018-06-13,3513.928091250009,351.3928091250009
C0000013,2018-07-13,4003.1346716325684,400.31346716325686
C0000013,2018-08-13,3089.797696737925,308.97976967379253
C0000013,2018-09-13,3301.355414807711,330.1355414807711
C0000013,2018-10-13,1224.6927650813739,122.4692765081374
C0000013,2018-11-13,1959.8977872157645,195.98977872157647
C0000013,2018-12-13,2224.1254662797405,222.41254662797405
C0000013,2019-01-13,1952.3818018116194,195.23818018116197
C0000013,2019-02-13,1989.2538761655096,198.92538761655098
C0000013,2019-03-13,2137.9921442978084,213.79921442978085
C0000013,2019-04-13,1567.2740702492902,156.72740702492902
C0000013,2019-05-13,2423.0611876711073,242.30611876711075
C0000013,2019-06-13,1973.6855916247823,197.36855916247825
C0000013,2019-07-13,1199.0881769827113,119.90881769827114
C0000013,2019-08-13,1076.2585506999342,107.62585506999342
C0000013,2019-09-13,1655.5143961731974,165.55143961731974
C0000013,2019-10-13,976.4584950519092,97.64584950519092
C0000013,2019-11-13,1160.5489768458224,116.05489768458224
C0000013,2019-12-13,1154.5649061661475,115.45649061661476
C0000013,2020-01-13,769.9989196194394,76.99989196194394
C0000013,2020-02-13,1352.9985340060812,135.29985340060813
C0000013,2020-03-13,1189.599600867702,118.95996008677021
C0000013,2020-04-13,633.3399085339977,63.33399085339977
C0000013,2020-05-13,543.1856858362777,54.31856858362777
C0000013,2020-06-13,921.8740516525387,92.18740516525388
C0000013,2020-07-13,756.5286955971499,75.65286955971499
C0000013,2020-08-13,602.3162400424878,60.231624004248786
C0000013,2020-09-13,678.8246208131145,67.88246208131146
C0000013,2020-10-13,934.1038288159841,93.41038288159842
C0000013,2020-11-13,488.95979303647636,48.895979303647636
C0000013,2020-12-13,625.0802104696612,62.50802104696612
C0000013,2021-01-13,812.7587549005893,81.27587549005894
C0000013,2021-02-13,652.6490118348539,65.26490118348539
C0000013,2021-03-13,283.67937360627946,28.36793736062795
C0000013,2021-04-13,517.67712844628,51.767712844628
C0000013,2021-05-13,488.4188397870872,48.84188397870872
C0000014,2024-09-15,3586.5648654624306,358.65648654624306
C0000014,2024-10-15,2984.82516716952,298.482516716952
C0000014,2024-11-15,2601.918617721954,260.1918617721954
C0000014,2024-12-15,2359.679235014109,235.96792350141092
C0000015,2024-08-14,3060.2359349915546,306.0235934991555
C0000015,2024-09-14,2284.0113073325274,228.40113073325276
C0000015,2024-10-14,2258.863759797289,225.88637597972888
C0000015,2024-11-14,2546.065794350361,254.6065794350361
C0000015,2024-12-14,2138.0448699326766,213.8044869932677
C0000016,2022-02-14,2484.105556556751,248.4105556556751
C0000016,2022-03-14,2175.0226068731704,217.50226068731706
C0000016,2022-04-14,2247.0148361753595,224.70148361753596
C0000016,2022-05-14,2730.3995823803466,273.03995823803467
C0000016,2022-06-14,2959.776687884335,295.9776687884335
C0000016,2022-07-14,2597.9902918867915,259.7990291886792
C0000016,2022-08-14,2479.9123232349784,247.99123232349785
C0000016,2022-09-14,1817.2667548837699,181.726675488377
C0000016,2022-10-14,2740.13983166517,274.013983166517
C0000016,2022-11-14,1960.6204633778566,196.06204633778566
C0000016,2022-12-14,1849.0317528699989,184.9031752869999
C0000016,2023-01-14,1899.3116337392548,189.9311633739255
C0000016,2023-02-14,1704.5153103854634,170.45153103854636
C0000016,2023-03-14,1479.2625029626356,147.92625029626356
C0000016,2023-04-14,1546.261695986673,154.6261695986673
C0000016,2023-05-14,1213.8551785667692,121.38551785667693
C0000016,2023-06-14,1820.921615280889,182.09216152808892
C0000016,2023-07-14,792.1071282541932,79.21071282541932
C0000016,2023-08-14,984.1486282835702,98.41486282835703
C0000016,2023-09-14,1209.8774674028857,120.98774674028857
C0000016,2023-10-14,1044.2694482293684,104.42694482293685
C0000016,2023-11-14,1824.7274412880959,182.4727441288096
C0000016,2023-12-14,867.2942357386805,86.72942357386806
C0000016,2024-01-14,741.7995024409904,74.17995024409905
C0000016,2024-02-14,583.3824412055945,58.33824412055946
C0000016,2024-03-14,854.2378542435445,85.42378542435445
C0000016,2024-04-14,606.1156691017517,60.61156691017517
C0000016,2024-05-14,715.7902177414945,71.57902177414945
C0000016,2024-06-14,494.2700527271273,49.427005272712734
C0000016,2024-07-14,541.0126212340712,54.10126212340712
C0000016,2024-08-14,618.126442414809,61.81264424148091
C0000016,2024-09-14,352.889825538572,35.2889825538572
C0000016,2024-10-14,820.7280716529874,82.07280716529874
C0000016,2024-11-14,471.7647339605692,47.17647339605692
C0000016,2024-12-14,390.87790611576764,39.087790611576764
C0000017,2023-07-17,3034.561323015682,303.4561323015682
C0000017,2023-08-17,3496.95927675612,349.695927675612
C0000017,2023-09-17,2717.0393330449383,271.70393330449383
C0000017,2023-10-17,1959.954708633994,195.99547086339942
C0000017,2023-11-17,3259.913086121966,325.99130861219663
C0000017,2023-12-17,3067.5800498178196,306.758004981782
C0000017,2024-01-17,2056.9285855123635,205.69285855123636
C0000017,2024-02-17,1960.9162050633033,196.09162050633034
C0000017,2024-03-17,1670.2215516483275,167.02215516483275
C0000017,2024-04-17,1863.9073059182056,186.39073059182056
C0000017,2024-05-17,1105.2140550172319,110.5214055017232
C0000017,2024-06-17,1443.5385183607416,144.35385183607417
C0000017,2024-07-17,2040.6312632904799,204.063126329048
C0000017,2024-08-17,1196.2532562156966,119.62532562156967
C0000017,2024-09-17,1625.861004000299,162.58610040002992
C0000017,2024-10-17,970.0348871069738,97.00348871069738
C0000017,2024-11-17,1277.5179467013631,127.75179467013632
C0000017,2024-12-17,1209.565412153323,120.95654121533231
C0000018,2017-06-15,2885.9217778859033,288.59217778859033
C0000018,2017-07-15,2829.032408600202,282.9032408600202
C0000018,2017-08-15,2928.0102747798487,292.80102747798486
C0000018,2017-09-15,3682.5785712539173,368.25785712539175
C0000018,2017-10-15,3690.4665080038217,369.04665080038217
C0000018,2017-11-15,2594.057672382695,259.4057672382695
C0000018,2017-12-15,2081.931020265714,208.1931020265714
C0000018,2018-01-15,1732.7931486923908,173.2793148692391
C0000018,2018-02-15,1419.0952905426614,141.90952905426613
C0000018,2018-03-15,1926.5439520906941,192.65439520906943
C0000018,2018-04-15,1634.2978834634666,163.42978834634667
C0000018,2018-05-15,2163.551805247183,216.35518052471832
C0000018,2018-06-15,1760.2382395973793,176.02382395973794
C0000018,2018-07-15,2246.61623723628,224.66162372362803
C0000018,2018-08-15,1238.0477575519856,123.80477575519856
C0000018,2018-09-15,817.7920752624857,81.77920752624857
C0000018,2018-10-15,1343.3269813028232,134.33269813028232
C0000018,2018-11-15,1198.4079596725787,119.84079596725788
C0000018,2018-12-15,1431.187868692616,143.11878686926158
C0000018,2019-01-15,868.4769982758138,86.84769982758138
C0000018,2019-02-15,1311.4651731073463,131.14651731073465
C0000018,2019-03-15,846.6459950068519,84.6645995006852
C0000018,2019-04-15,748.3784522362187,74.83784522362187
C0000018,2019-05-15,389.6383514191712,38.96383514191712
C0000018,2019-06-15,519.5324664356898,51.95324664356898
C0000018,2019-07-15,809.7277440185994,80.97277440185995
C0000018,2019-08-15,757.8608559674819,75.7860855967482
C0000018,2019-09-15,1021.9076822497271,102.19076822497271
