policy_number,inception_date,policy_holder_id,premium_amount,region,expiration_date,date_month,earned_exposure,earned_premium
P000002,2022-01-01,20016,653.5252816950887,West,2023-01-01,2022-03-01,0.08333333333333333,54.460440141257386
P000002,2022-01-01,20016,653.5252816950887,West,2023-01-01,2022-04-01,0.08333333333333333,54.460440141257386
P000002,2022-01-01,20016,653.5252816950887,West,2023-01-01,2022-05-01,0.08333333333333333,54.460440141257386
P000002,2022-01-01,20016,653.5252816950887,West,2023-01-01,2022-06-01,0.08333333333333333,54.460440141257386
P000002,2022-01-01,20016,653.5252816950887,West,2023-01-01,2022-07-01,0.08333333333333333,54.460440141257386
P000002,2022-01-01,20016,653.5252816950887,West,2023-01-01,2022-08-01,0.08333333333333333,54.460440141257386
P000002,2022-01-01,20016,653.5252816950887,West,2023-01-01,2022-09-01,0.08333333333333333,54.460440141257386
P000002,2022-01-01,20016,653.5252816950887,West,2023-01-01,2022-10-01,0.08333333333333333,54.460440141257386
P000002,2022-01-01,20016,653.5252816950887,West,2023-01-01,2022-11-01,0.08333333333333333,54.460440141257386
P000002,2022-01-01,20016,653.5252816950887,West,2023-01-01,2022-12-01,0.08333333333333333,54.460440141257386
P000002,2022-01-01,20016,653.5252816950887,West,2023-01-01,2023-01-01,0.08333333333333333,54.460440141257386
P000003,2017-09-03,17026,500.9793556764149,East,2018-09-03,2017-09-01,0.08333333333333333,41.748279639701245
P000003,2017-09-03,17026,500.9793556764149,East,2018-09-03,2017-10-01,0.08333333333333333,41.748279639701245
P000003,2017-09-03,17026,500.9793556764149,East,2018-09-03,2017-11-01,0.08333333333333333,41.748279639701245
P000003,2017-09-03,17026,500.9793556764149,East,2018-09-03,2017-12-01,0.08333333333333333,41.748279639701245
P000003,2017-09-03,17026,500.9793556764149,East,2018-09-03,2018-01-01,0.08333333333333333,41.748279639701245
P000003,2017-09-03,17026,500.9793556764149,East,2018-09-03,2018-02-01,0.08333333333333333,41.748279639701245
P000003,2017-09-03,17026,500.9793556764149,East,2018-09-03,2018-03-01,0.08333333333333333,41.748279639701245
P000003,2017-09-03,17026,500.9793556764149,East,2018-09-03,2018-04-01,0.08333333333333333,41.748279639701245
P000003,2017-09-03,17026,500.9793556764149,East,2018-09-03,2018-05-01,0.08333333333333333,41.748279639701245
P000003,2017-09-03,17026,500.9793556764149,East,2018-09-03,2018-06-01,0.08333333333333333,41.748279639701245
P000003,2017-09-03,17026,500.9793556764149,East,2018-09-03,2018-07-01,0.08333333333333333,41.748279639701245
P000003,2017-09-03,17026,500.9793556764149,East,2018-09-03,2018-08-01,0.08333333333333333,41.748279639701245
P000003,2017-09-03,17026,500.9793556764149,East,2018-09-03,2018-09-01,0.08333333333333333,41.748279639701245
P000004,2020-07-01,55906,588.0451956096,South,2021-07-01,2020-07-01,0.08333333333333333,49.0037663008
P000004,2020-07-01,55906,588.0451956096,South,2021-07-01,2020-08-01,0.08333333333333333,49.0037663008
P000004,2020-07-01,55906,588.0451956096,South,2021-07-01,2020-09-01,0.08333333333333333,49.0037663008
P000004,2020-07-01,55906,588.0451956096,South,2021-07-01,2020-10-01,0.08333333333333333,49.0037663008
P000004,2020-07-01,55906,588.0451956096,South,2021-07-01,2020-11-01,0.08333333333333333,49.0037663008
P000004,2020-07-01,55906,588.0451956096,South,2021-07-01,2020-12-01,0.08333333333333333,49.0037663008
P000004,2020-07-01,55906,588.0451956096,South,2021-07-01,2021-01-01,0.08333333333333333,49.0037663008
P000004,2020-07-01,55906,588.0451956096,South,2021-07-01,2021-02-01,0.08333333333333333,49.0037663008
P000004,2020-07-01,55906,588.0451956096,South,2021-07-01,2021-03-01,0.08333333333333333,49.0037663008
P000004,2020-07-01,55906,588.0451956096,South,2021-07-01,2021-04-01,0.08333333333333333,49.0037663008
P000004,2020-07-01,55906,588.0451956096,South,2021-07-01,2021-05-01,0.08333333333333333,49.0037663008
P000004,2020-07-01,55906,588.0451956096,South,2021-07-01,2021-06-01,0.08333333333333333,49.0037663008
P000004,2020-07-01,55906,588.0451956096,South,2021-07-01,2021-07-01,0.08333333333333333,49.0037663008
P000005,2023-03-08,65276,480.8659139148094,East,2024-03-08,2023-03-01,0.08333333333333333,40.07215949290079
P000005,2023-03-08,65276,480.8659139148094,East,2024-03-08,2023-04-01,0.08333333333333333,40.07215949290079
P000005,2023-03-08,65276,480.8659139148094,East,2024-03-08,2023-05-01,0.08333333333333333,40.07215949290079
P000005,2023-03-08,65276,480.8659139148094,East,2024-03-08,2023-06-01,0.08333333333333333,40.07215949290079
P000005,2023-03-08,65276,480.8659139148094,East,2024-03-08,2023-07-01,0.08333333333333333,40.07215949290079
P000005,2023-03-08,65276,480.8659139148094,East,2024-03-08,2023-08-01,0.08333333333333333,40.07215949290079
P000005,2023-03-08,65276,480.8659139148094,East,2024-03-08,2023-09-01,0.08333333333333333,40.07215949290079
P000005,2023-03-08,65276,480.8659139148094,East,2024-03-08,2023-10-01,0.08333333333333333,40.07215949290079
P000005,2023-03-08,65276,480.8659139148094,East,2024-03-08,2023-11-01,0.08333333333333333,40.07215949290079
P000005,2023-03-08,65276,480.8659139148094,East,2024-03-08,2023-12-01,0.08333333333333333,40.07215949290079
P000005,2023-03-08,65276,480.8659139148094,East,2024-03-08,2024-01-01,0.08333333333333333,40.07215949290079
P000005,2023-03-08,65276,480.8659139148094,East,2024-03-08,2024-02-01,0.08333333333333333,40.07215949290079
P000005,2023-03-08,65276,480.8659139148094,East,2024-03-08,2024-03-01,0.08333333333333333,40.07215949290079
P000006,2022-12-08,58410,567.2510498723134,East,2023-12-08,2022-12-01,0.08333333333333333,47.27092082269278
P000006,2022-12-08,58410,567.2510498723134,East,2023-12-08,2023-01-01,0.08333333333333333,47.27092082269278
P000006,2022-12-08,58410,567.2510498723134,East,2023-12-08,2023-02-01,0.08333333333333333,47.27092082269278
P000006,2022-12-08,58410,567.2510498723134,East,2023-12-08,2023-03-01,0.08333333333333333,47.27092082269278
P000006,2022-12-08,58410,567.2510498723134,East,2023-12-08,2023-04-01,0.08333333333333333,47.27092082269278
P000006,2022-12-08,58410,567.2510498723134,East,2023-12-08,2023-05-01,0.08333333333333333,47.27092082269278
P000006,2022-12-08,58410,567.2510498723134,East,2023-12-08,2023-06-01,0.08333333333333333,47.27092082269278
P000006,2022-12-08,58410,567.2510498723134,East,2023-12-08,2023-07-01,0.08333333333333333,47.27092082269278
P000006,2022-12-08,58410,567.2510498723134,East,2023-12-08,2023-08-01,0.08333333333333333,47.27092082269278
P000006,2022-12-08,58410,567.2510498723134,East,2023-12-08,2023-09-01,0.08333333333333333,47.27092082269278
P000006,2022-12-08,58410,567.2510498723134,East,2023-12-08,2023-10-01,0.08333333333333333,47.27092082269278
P000006,2022-12-08,58410,567.2510498723134,East,2023-12-08,2023-11-01,0.08333333333333333,47.27092082269278
P000006,2022-12-08,58410,567.2510498723134,East,2023-12-08,2023-12-01,0.08333333333333333,47.27092082269278
P000007,2020-09-09,39516,350.9120011917435,West,2021-09-09,2020-09-01,0.08333333333333333,29.242666765978626
P000007,2020-09-09,39516,350.9120011917435,West,2021-09-09,2020-10-01,0.08333333333333333,29.242666765978626
P000007,2020-09-09,39516,350.9120011917435,West,2021-09-09,2020-11-01,0.08333333333333333,29.242666765978626
P000007,2020-09-09,39516,350.9120011917435,West,2021-09-09,2020-12-01,0.08333333333333333,29.242666765978626
P000007,2020-09-09,39516,350.9120011917435,West,2021-09-09,2021-01-01,0.08333333333333333,29.242666765978626
P000007,2020-09-09,39516,350.9120011917435,West,2021-09-09,2021-02-01,0.08333333333333333,29.242666765978626
P000007,2020-09-09,39516,350.9120011917435,West,2021-09-09,2021-03-01,0.08333333333333333,29.242666765978626
P000007,2020-09-09,39516,350.9120011917435,West,2021-09-09,2021-04-01,0.08333333333333333,29.242666765978626
P000007,2020-09-09,39516,350.9120011917435,West,2021-09-09,2021-05-01,0.08333333333333333,29.242666765978626
P000007,2020-09-09,39516,350.9120011917435,West,2021-09-09,2021-06-01,0.08333333333333333,29.242666765978626
P000007,2020-09-09,39516,350.9120011917435,West,2021-09-09,2021-07-01,0.08333333333333333,29.242666765978626
P000007,2020-09-09,39516,350.9120011917435,West,2021-09-09,2021-08-01,0.08333333333333333,29.242666765978626
P000007,2020-09-09,39516,350.9120011917435,West,2021-09-09,2021-09-01,0.08333333333333333,29.242666765978626
P000008,2024-11-01,34850,543.7261661871498,West,2025-11-01,2024-11-01,0.08333333333333333,45.310513848929155
P000008,2024-11-01,34850,543.7261661871498,West,2025-11-01,2024-12-01,0.08333333333333333,45.310513848929155
P000009,2015-10-25,55589,384.36196087346934,South,2016-10-25,2015-10-01,0.08333333333333333,32.03016340612245
P000009,2015-10-25,55589,384.36196087346934,South,2016-10-25,2015-11-01,0.08333333333333333,32.03016340612245
P000009,2015-10-25,55589,384.36196087346934,South,2016-10-25,2015-12-01,0.08333333333333333,32.03016340612245
P000009,2015-10-25,55589,384.36196087346934,South,2016-10-25,2016-01-01,0.08333333333333333,32.03016340612245
P000009,2015-10-25,55589,384.36196087346934,South,2016-10-25,2016-02-01,0.08333333333333333,32.03016340612245
P000009,2015-10-25,55589,384.36196087346934,South,2016-10-25,2016-03-01,0.08333333333333333,32.03016340612245
P000009,2015-10-25,55589,384.36196087346934,South,2016-10-25,2016-04-01,0.08333333333333333,32.03016340612245
P000009,2015-10-25,55589,384.36196087346934,South,2016-10-25,2016-05-01,0.08333333333333333,32.03016340612245
P000009,2015-10-25,55589,384.36196087346934,South,2016-10-25,2016-06-01,0.08333333333333333,32.03016340612245
P000009,2015-10-25,55589,384.36196087346934,South,2016-10-25,2016-07-01,0.08333333333333333,32.03016340612245
P000009,2015-10-25,55589,384.36196087346934,South,2016-10-25,2016-08-01,0.08333333333333333,32.03016340612245
P000009,2015-10-25,55589,384.36196087346934,South,2016-10-25,2016-09-01,0.08333333333333333,32.03016340612245
P000009,2015-10-25,55589,384.36196087346934,South,2016-10-25,2016-10-01,0.08333333333333333,32.03016340612245
P000010,2024-01-15,30814,448.31398874271054,East,2025-01-15,2024-01-01,0.08333333333333333,37.35949906189254
P000010,2024-01-15,30814,448.31398874271054,East,2025-01-15,2024-02-01,0.08333333333333333,37.35949906189254
P000010,2024-01-15,30814,448.31398874271054,East,2025-01-15,2024-03-01,0.08333333333333333,37.35949906189254
P000010,2024-01-15,30814,448.31398874271054,East,2025-01-15,2024-04-01,0.08333333333333333,37.35949906189254
P000010,2024-01-15,30814,448.31398874271054,East,2025-01-15,2024-05-01,0.08333333333333333,37.35949906189254
P000010,2024-01-15,30814,448.31398874271054,East,2025-01-15,2024-06-01,0.08333333333333333,37.35949906189254
P000010,2024-01-15,30814,448.31398874271054,East,2025-01-15,2024-07-01,0.08333333333333333,37.35949906189254
P000010,2024-01-15,30814,448.31398874271054,East,2025-01-15,2024-08-01,0.08333333333333333,37.35949906189254
P000010,2024-01-15,30814,448.31398874271054,East,2025-01-15,2024-09-01,0.08333333333333333,37.35949906189254
P000010,2024-01-15,30814,448.31398874271054,East,2025-01-15,2024-10-01,0.08333333333333333,37.35949906189254
P000010,2024-01-15,30814,448.31398874271054,East,2025-01-15,2024-11-01,0.08333333333333333,37.35949906189254
P000010,2024-01-15,30814,448.31398874271054,East,2025-01-15,2024-12-01,0.08333333333333333,37.35949906189254
P000011,2017-02-03,95327,390.2598835645542,South,2018-02-03,2017-02-01,0.08333333333333333,32.52165696371285
P000011,2017-02-03,95327,390.2598835645542,South,2018-02-03,2017-03-01,0.08333333333333333,32.52165696371285
P000011,2017-02-03,95327,390.2598835645542,South,2018-02-03,2017-04-01,0.08333333333333333,32.52165696371285
P000011,2017-02-03,95327,390.2598835645542,South,2018-02-03,2017-05-01,0.08333333333333333,32.52165696371285
P000011,2017-02-03,95327,390.2598835645542,South,2018-02-03,2017-06-01,0.08333333333333333,32.52165696371285
P000011,2017-02-03,95327,390.2598835645542,South,2018-02-03,2017-07-01,0.08333333333333333,32.52165696371285
P000011,2017-02-03,95327,390.2598835645542,South,2018-02-03,2017-08-01,0.08333333333333333,32.52165696371285
P000011,2017-02-03,95327,390.2598835645542,South,2018-02-03,2017-09-01,0.08333333333333333,32.52165696371285
P000011,2017-02-03,95327,390.2598835645542,South,2018-02-03,2017-10-01,0.08333333333333333,32.52165696371285
P000011,2017-02-03,95327,390.2598835645542,South,2018-02-03,2017-11-01,0.08333333333333333,32.52165696371285
P000011,2017-02-03,95327,390.2598835645542,South,2018-02-03,2017-12-01,0.08333333333333333,32.52165696371285
P000011,2017-02-03,95327,390.2598835645542,South,2018-02-03,2018-01-01,0.08333333333333333,32.52165696371285
P000011,2017-02-03,95327,390.2598835645542,South,2018-02-03,2018-02-01,0.08333333333333333,32.52165696371285
P000012,2022-04-15,81919,595.0320603195756,South,2023-04-15,2022-04-01,0.08333333333333333,49.586005026631305
P000012,2022-04-15,81919,595.0320603195756,South,2023-04-15,2022-05-01,0.08333333333333333,49.586005026631305
P000012,2022-04-15,81919,595.0320603195756,South,2023-04-15,2022-06-01,0.08333333333333333,49.586005026631305
P000012,2022-04-15,81919,595.0320603195756,South,2023-04-15,2022-07-01,0.08333333333333333,49.586005026631305
P000012,2022-04-15,81919,595.0320603195756,South,2023-04-15,2022-08-01,0.08333333333333333,49.586005026631305
P000012,2022-04-15,81919,595.0320603195756,South,2023-04-15,2022-09-01,0.08333333333333333,49.586005026631305
P000012,2022-04-15,81919,595.0320603195756,South,2023-04-15,2022-10-01,0.08333333333333333,49.586005026631305
P000012,2022-04-15,81919,595.0320603195756,South,2023-04-15,2022-11-01,0.08333333333333333,49.586005026631305
P000012,2022-04-15,81919,595.0320603195756,South,2023-04-15,2022-12-01,0.08333333333333333,49.586005026631305
P000012,2022-04-15,81919,595.0320603195756,South,2023-04-15,2023-01-01,0.08333333333333333,49.586005026631305
P000012,2022-04-15,81919,595.0320603195756,South,2023-04-15,2023-02-01,0.08333333333333333,49.586005026631305
P000012,2022-04-15,81919,595.0320603195756,South,2023-04-15,2023-03-01,0.08333333333333333,49.586005026631305
P000012,2022-04-15,81919,595.0320603195756,South,2023-04-15,2023-04-01,0.08333333333333333,49.586005026631305
P000013,2019-12-03,50048,490.95280680999105,East,2020-12-03,2019-12-01,0.08333333333333333,40.912733900832585
P000013,2019-12-03,50048,490.95280680999105,East,2020-12-03,2020-01-01,0.08333333333333333,40.912733900832585
P000013,2019-12-03,50048,490.95280680999105,East,2020-12-03,2020-02-01,0.08333333333333333,40.912733900832585
P000013,2019-12-03,50048,490.95280680999105,East,2020-12-03,2020-03-01,0.08333333333333333,40.912733900832585
P000013,2019-12-03,50048,490.95280680999105,East,2020-12-03,2020-04-01,0.08333333333333333,40.912733900832585
P000013,2019-12-03,50048,490.95280680999105,East,2020-12-03,2020-05-01,0.08333333333333333,40.912733900832585
P000013,2019-12-03,50048,490.95280680999105,East,2020-12-03,2020-06-01,0.08333333333333333,40.912733900832585
P000013,2019-12-03,50048,490.95280680999105,East,2020-12-03,2020-07-01,0.08333333333333333,40.912733900832585
P000013,2019-12-03,50048,490.95280680999105,East,2020-12-03,2020-08-01,0.08333333333333333,40.912733900832585
P000013,2019-12-03,50048,490.95280680999105,East,2020-12-03,2020-09-01,0.08333333333333333,40.912733900832585
P000013,2019-12-03,50048,490.95280680999105,East,2020-12-03,2020-10-01,0.08333333333333333,40.912733900832585
P000013,2019-12-03,50048,490.95280680999105,East,2020-12-03,2020-11-01,0.08333333333333333,40.912733900832585
P000013,2019-12-03,50048,490.95280680999105,East,2020-12-03,2020-12-01,0.08333333333333333,40.912733900832585
P000014,2017-07-18,16375,432.74658449409367,South,2018-07-18,2017-07-01,0.08333333333333333,36.06221537450781
P000014,2017-07-18,16375,432.74658449409367,South,2018-07-18,2017-08-01,0.08333333333333333,36.06221537450781
P000014,2017-07-18,16375,432.74658449409367,South,2018-07-18,2017-09-01,0.08333333333333333,36.06221537450781
P000014,2017-07-18,16375,432.74658449409367,South,2018-07-18,2017-10-01,0.08333333333333333,36.06221537450781
P000014,2017-07-18,16375,432.74658449409367,South,2018-07-18,2017-11-01,0.08333333333333333,36.06221537450781
P000014,2017-07-18,16375,432.74658449409367,South,2018-07-18,2017-12-01,0.08333333333333333,36.06221537450781
P000014,2017-07-18,16375,432.74658449409367,South,2018-07-18,2018-01-01,0.08333333333333333,36.06221537450781
P000014,2017-07-18,16375,432.74658449409367,South,2018-07-18,2018-02-01,0.08333333333333333,36.06221537450781
P000014,2017-07-18,16375,432.74658449409367,South,2018-07-18,2018-03-01,0.08333333333333333,36.06221537450781
P000014,2017-07-18,16375,432.74658449409367,South,2018-07-18,2018-04-01,0.08333333333333333,36.06221537450781
P000014,2017-07-18,16375,432.74658449409367,South,2018-07-18,2018-05-01,0.08333333333333333,36.06221537450781
P000014,2017-07-18,16375,432.74658449409367,South,2018-07-18,2018-06-01,0.08333333333333333,36.06221537450781
P000014,2017-07-18,16375,432.74658449409367,South,2018-07-18,2018-07-01,0.08333333333333333,36.06221537450781
P000015,2022-03-05,24641,449.7185530679875,North,2023-03-05,2022-03-01,0.08333333333333333,37.47654608899896
P000015,2022-03-05,24641,449.7185530679875,North,2023-03-05,2022-04-01,0.08333333333333333,37.47654608899896
P000015,2022-03-05,24641,449.7185530679875,North,2023-03-05,2022-05-01,0.08333333333333333,37.47654608899896
P000015,2022-03-05,24641,449.7185530679875,North,2023-03-05,2022-06-01,0.08333333333333333,37.47654608899896
P000015,2022-03-05,24641,449.7185530679875,North,2023-03-05,2022-07-01,0.08333333333333333,37.47654608899896
P000015,2022-03-05,24641,449.7185530679875,North,2023-03-05,2022-08-01,0.08333333333333333,37.47654608899896
P000015,2022-03-05,24641,449.7185530679875,North,2023-03-05,2022-09-01,0.08333333333333333,37.47654608899896
P000015,2022-03-05,24641,449.7185530679875,North,2023-03-05,2022-10-01,0.08333333333333333,37.47654608899896
P000015,2022-03-05,24641,449.7185530679875,North,2023-03-05,2022-11-01,0.08333333333333333,37.47654608899896
P000015,2022-03-05,24641,449.7185530679875,North,2023-03-05,2022-12-01,0.08333333333333333,37.47654608899896
P000015,2022-03-05,24641,449.7185530679875,North,2023-03-05,2023-01-01,0.08333333333333333,37.47654608899896
P000015,2022-03-05,24641,449.7185530679875,North,2023-03-05,2023-02-01,0.08333333333333333,37.47654608899896
P000015,2022-03-05,24641,449.7185530679875,North,2023-03-05,2023-03-01,0.08333333333333333,37.47654608899896
P000016,2021-10-04,76861,519.5937401799414,West,2022-10-04,2021-10-01,0.08333333333333333,43.29947834832845
P000016,2021-10-04,76861,519.5937401799414,West,2022-10-04,2021-11-01,0.08333333333333333,43.29947834832845
P000016,2021-10-04,76861,519.5937401799414,West,2022-10-04,2021-12-01,0.08333333333333333,43.29947834832845
P000016,2021-10-04,76861,519.5937401799414,West,2022-10-04,2022-01-01,0.08333333333333333,43.29947834832845
P000016,2021-10-04,76861,519.5937401799414,West,2022-10-04,2022-02-01,0.08333333333333333,43.29947834832845
P000016,2021-10-04,76861,519.5937401799414,West,2022-10-04,2022-03-01,0.08333333333333333,43.29947834832845
P000016,2021-10-04,76861,519.5937401799414,West,2022-10-04,2022-04-01,0.08333333333333333,43.29947834832845
P000016,2021-10-04,76861,519.5937401799414,West,2022-10-04,2022-05-01,0.08333333333333333,43.29947834832845
P000016,2021-10-04,76861,519.5937401799414,West,2022-10-04,2022-06-01,0.08333333333333333,43.29947834832845
P000016,2021-10-04,76861,519.5937401799414,West,2022-10-04,2022-07-01,0.08333333333333333,43.29947834832845
P000016,2021-10-04,76861,519.5937401799414,West,2022-10-04,2022-08-01,0.08333333333333333,43.29947834832845
P000016,2021-10-04,76861,519.5937401799414,West,2022-10-04,2022-09-01,0.08333333333333333,43.29947834832845
P000016,2021-10-04,76861,519.5937401799414,West,2022-10-04,2022-10-01,0.08333333333333333,43.29947834832845
P000017,2024-09-03,98239,639.3034831579685,West,2025-09-03,2024-09-01,0.08333333333333333,53.27529026316404
P000017,2024-09-03,98239,639.3034831579685,West,2025-09-03,2024-10-01,0.08333333333333333,53.27529026316404
P000017,2024-09-03,98239,639.3034831579685,West,2025-09-03,2024-11-01,0.08333333333333333,53.27529026316404
P000017,2024-09-03,98239,639.3034831579685,West,2025-09-03,2024-12-01,0.08333333333333333,53.27529026316404
P000018,2020-08-09,25360,554.7188077378063,North,2021-08-09,2020-08-01,0.08333333333333333,46.226567311483855
P000018,2020-08-09,25360,554.7188077378063,North,2021-08-09,2020-09-01,0.08333333333333333,46.226567311483855
P000018,2020-08-09,25360,554.7188077378063,North,2021-08-09,2020-10-01,0.08333333333333333,46.226567311483855
P000018,2020-08-09,25360,554.7188077378063,North,2021-08-09,2020-11-01,0.08333333333333333,46.226567311483855
P000018,2020-08-09,25360,554.7188077378063,North,2021-08-09,2020-12-01,0.08333333333333333,46.226567311483855
P000018,2020-08-09,25360,554.7188077378063,North,2021-08-09,2021-01-01,0.08333333333333333,46.226567311483855
P000018,2020-08-09,25360,554.7188077378063,North,2021-08-09,2021-02-01,0.08333333333333333,46.226567311483855
P000018,2020-08-09,25360,554.7188077378063,North,2021-08-09,2021-03-01,0.08333333333333333,46.226567311483855
P000018,2020-08-09,25360,554.7188077378063,North,2021-08-09,2021-04-01,0.08333333333333333,46.226567311483855
P000018,2020-08-09,25360,554.7188077378063,North,2021-08-09,2021-05-01,0.08333333333333333,46.226567311483855
P000018,2020-08-09,25360,554.7188077378063,North,2021-08-09,2021-06-01,0.08333333333333333,46.226567311483855
P000018,2020-08-09,25360,554.7188077378063,North,2021-08-09,2021-07-01,0.08333333333333333,46.226567311483855
P000018,2020-08-09,25360,554.7188077378063,North,2021-08-09,2021-08-01,0.08333333333333333,46.226567311483855
P000019,2024-11-01,46759,515.4145863280329,South,2025-11-01,2024-11-01,0.08333333333333333,42.951215527336075
P000019,2024-11-01,46759,515.4145863280329,South,2025-11-01,2024-12-01,0.08333333333333333,42.951215527336075
P000020,2021-10-23,17377,382.060813601582,East,2022-10-23,2021-10-01,0.08333333333333333,31.83840113346517
P000020,2021-10-23,17377,382.060813601582,East,2022-10-23,2021-11-01,0.08333333333333333,31.83840113346517
P000020,2021-10-23,17377,382.060813601582,East,2022-10-23,2021-12-01,0.08333333333333333,31.83840113346517
P000020,2021-10-23,17377,382.060813601582,East,2022-10-23,2022-01-01,0.08333333333333333,31.83840113346517
P000020,2021-10-23,17377,382.060813601582,East,2022-10-23,2022-02-01,0.08333333333333333,31.83840113346517
P000020,2021-10-23,17377,382.060813601582,East,2022-10-23,2022-03-01,0.08333333333333333,31.83840113346517
P000020,2021-10-23,17377,382.060813601582,East,2022-10-23,2022-04-01,0.08333333333333333,31.83840113346517
P000020,2021-10-23,17377,382.060813601582,East,2022-10-23,2022-05-01,0.08333333333333333,31.83840113346517
P000020,2021-10-23,17377,382.060813601582,East,2022-10-23,2022-06-01,0.08333333333333333,31.83840113346517
P000020,2021-10-23,17377,382.060813601582,East,2022-10-23,2022-07-01,0.08333333333333333,31.83840113346517
P000020,2021-10-23,17377,382.060813601582,East,2022-10-23,2022-08-01,0.08333333333333333,31.83840113346517
P000020,2021-10-23,17377,382.060813601582,East,2022-10-23,2022-09-01,0.08333333333333333,31.83840113346517
P000020,2021-10-23,17377,382.060813601582,East,2022-10-23,2022-10-01,0.08333333333333333,31.83840113346517
P000021,2023-06-19,31516,652.6544112411891,North,2024-06-19,2023-06-01,0.08333333333333333,54.387867603432426
P000021,2023-06-19,31516,652.6544112411891,North,2024-06-19,2023-07-01,0.08333333333333333,54.387867603432426
P000021,2023-06-19,31516,652.6544112411891,North,2024-06-19,2023-08-01,0.08333333333333333,54.387867603432426
P000021,2023-06-19,31516,652.6544112411891,North,2024-06-19,2023-09-01,0.08333333333333333,54.387867603432426
P000021,2023-06-19,31516,652.6544112411891,North,2024-06-19,2023-10-01,0.08333333333333333,54.387867603432426
P000021,2023-06-19,31516,652.6544112411891,North,2024-06-19,2023-11-01,0.08333333333333333,54.387867603432426
P000021,2023-06-19,31516,652.6544112411891,North,2024-06-19,2023-12-01,0.08333333333333333,54.387867603432426
P000021,2023-06-19,31516,652.6544112411891,North,2024-06-19,2024-01-01,0.08333333333333333,54.387867603432426
P000021,2023-06-19,31516,652.6544112411891,North,2024-06-19,2024-02-01,0.08333333333333333,54.387867603432426
P000021,2023-06-19,31516,652.6544112411891,North,2024-06-19,2024-03-01,0.08333333333333333,54.387867603432426
P000021,2023-06-19,31516,652.6544112411891,North,2024-06-19,2024-04-01,0.08333333333333333,54.387867603432426
P000021,2023-06-19,31516,652.6544112411891,North,2024-06-19,2024-05-01,0.08333333333333333,54.387867603432426
