policy_number,inception_date,policy_holder_id,premium_amount,region,expiration_date,date_month,earned_exposure,earned_premium
C0000004,2018-02-04,54413,30264.831743924817,South,2019-02-04,2018-12-01,0.08333333333333333,2522.0693119937346
C0000004,2018-02-04,54413,30264.831743924817,South,2019-02-04,2019-01-01,0.08333333333333333,2522.0693119937346
C0000004,2018-02-04,54413,30264.831743924817,South,2019-02-04,2019-02-01,0.08333333333333333,2522.0693119937346
C0000005,2017-12-31,43756,28355.744949484182,South,2018-12-31,2017-12-01,0.08333333333333333,2362.9787457903485
C0000005,2017-12-31,43756,28355.744949484182,South,2018-12-31,2018-01-01,0.08333333333333333,2362.9787457903485
C0000005,2017-12-31,43756,28355.744949484182,South,2018-12-31,2018-02-01,0.08333333333333333,2362.9787457903485
C0000005,2017-12-31,43756,28355.744949484182,South,2018-12-31,2018-03-01,0.08333333333333333,2362.9787457903485
C0000005,2017-12-31,43756,28355.744949484182,South,2018-12-31,2018-04-01,0.08333333333333333,2362.9787457903485
C0000005,2017-12-31,43756,28355.744949484182,South,2018-12-31,2018-05-01,0.08333333333333333,2362.9787457903485
C0000005,2017-12-31,43756,28355.744949484182,South,2018-12-31,2018-06-01,0.08333333333333333,2362.9787457903485
C0000005,2017-12-31,43756,28355.744949484182,South,2018-12-31,2018-07-01,0.08333333333333333,2362.9787457903485
C0000005,2017-12-31,43756,28355.744949484182,South,2018-12-31,2018-08-01,0.08333333333333333,2362.9787457903485
C0000005,2017-12-31,43756,28355.744949484182,South,2018-12-31,2018-09-01,0.08333333333333333,2362.9787457903485
C0000005,2017-12-31,43756,28355.744949484182,South,2018-12-31,2018-10-01,0.08333333333333333,2362.9787457903485
C0000005,2017-12-31,43756,28355.744949484182,South,2018-12-31,2018-11-01,0.08333333333333333,2362.9787457903485
C0000005,2017-12-31,43756,28355.744949484182,South,2018-12-31,2018-12-01,0.08333333333333333,2362.9787457903485
C0000006,2023-06-20,63268,21367.936539972216,West,2024-06-20,2023-06-01,0.08333333333333333,1780.6613783310179
C0000006,2023-06-20,63268,21367.936539972216,West,2024-06-20,2023-07-01,0.08333333333333333,1780.6613783310179
C0000006,2023-06-20,63268,21367.936539972216,West,2024-06-20,2023-08-01,0.08333333333333333,1780.6613783310179
C0000006,2023-06-20,63268,21367.936539972216,West,2024-06-20,2023-09-01,0.08333333333333333,1780.6613783310179
C0000006,2023-06-20,63268,21367.936539972216,West,2024-06-20,2023-10-01,0.08333333333333333,1780.6613783310179
C0000006,2023-06-20,63268,21367.936539972216,West,2024-06-20,2023-11-01,0.08333333333333333,1780.6613783310179
C0000006,2023-06-20,63268,21367.936539972216,West,2024-06-20,2023-12-01,0.08333333333333333,1780.6613783310179
C0000006,2023-06-20,63268,21367.936539972216,West,2024-06-20,2024-01-01,0.08333333333333333,1780.6613783310179
C0000006,2023-06-20,63268,21367.936539972216,West,2024-06-20,2024-02-01,0.08333333333333333,1780.6613783310179
C0000006,2023-06-20,63268,21367.936539972216,West,2024-06-20,2024-03-01,0.08333333333333333,1780.6613783310179
C0000006,2023-06-20,63268,21367.936539972216,West,2024-06-20,2024-04-01,0.08333333333333333,1780.6613783310179
C0000006,2023-06-20,63268,21367.936539972216,West,2024-06-20,2024-05-01,0.08333333333333333,1780.6613783310179
C0000006,2023-06-20,63268,21367.936539972216,West,2024-06-20,2024-06-01,0.08333333333333333,1780.6613783310179
C0000007,2019-06-27,49214,13891.88616290345,West,2020-06-27,2019-06-01,0.08333333333333333,1157.6571802419542
C0000007,2019-06-27,49214,13891.88616290345,West,2020-06-27,2019-07-01,0.08333333333333333,1157.6571802419542
C0000007,2019-06-27,49214,13891.88616290345,West,2020-06-27,2019-08-01,0.08333333333333333,1157.6571802419542
C0000007,2019-06-27,49214,13891.88616290345,West,2020-06-27,2019-09-01,0.08333333333333333,1157.6571802419542
C0000007,2019-06-27,49214,13891.88616290345,West,2020-06-27,2019-10-01,0.08333333333333333,1157.6571802419542
C0000007,2019-06-27,49214,13891.88616290345,West,2020-06-27,2019-11-01,0.08333333333333333,1157.6571802419542
C0000007,2019-06-27,49214,13891.88616290345,West,2020-06-27,2019-12-01,0.08333333333333333,1157.6571802419542
C0000007,2019-06-27,49214,13891.88616290345,West,2020-06-27,2020-01-01,0.08333333333333333,1157.6571802419542
C0000007,2019-06-27,49214,13891.88616290345,West,2020-06-27,2020-02-01,0.08333333333333333,1157.6571802419542
C0000007,2019-06-27,49214,13891.88616290345,West,2020-06-27,2020-03-01,0.08333333333333333,1157.6571802419542
C0000007,2019-06-27,49214,13891.88616290345,West,2020-06-27,2020-04-01,0.08333333333333333,1157.6571802419542
C0000007,2019-06-27,49214,13891.88616290345,West,2020-06-27,2020-05-01,0.08333333333333333,1157.6571802419542
C0000007,2019-06-27,49214,13891.88616290345,West,2020-06-27,2020-06-01,0.08333333333333333,1157.6571802419542
C0000008,2020-12-09,91871,19892.42993309787,South,2021-12-09,2020-12-01,0.08333333333333333,1657.7024944248224
C0000008,2020-12-09,91871,19892.42993309787,South,2021-12-09,2021-01-01,0.08333333333333333,1657.7024944248224
C0000008,2020-12-09,91871,19892.42993309787,South,2021-12-09,2021-02-01,0.08333333333333333,1657.7024944248224
C0000008,2020-12-09,91871,19892.42993309787,South,2021-12-09,2021-03-01,0.08333333333333333,1657.7024944248224
C0000008,2020-12-09,91871,19892.42993309787,South,2021-12-09,2021-04-01,0.08333333333333333,1657.7024944248224
C0000008,2020-12-09,91871,19892.42993309787,South,2021-12-09,2021-05-01,0.08333333333333333,1657.7024944248224
C0000008,2020-12-09,91871,19892.42993309787,South,2021-12-09,2021-06-01,0.08333333333333333,1657.7024944248224
C0000008,2020-12-09,91871,19892.42993309787,South,2021-12-09,2021-07-01,0.08333333333333333,1657.7024944248224
C0000008,2020-12-09,91871,19892.42993309787,South,2021-12-09,2021-08-01,0.08333333333333333,1657.7024944248224
C0000008,2020-12-09,91871,19892.42993309787,South,2021-12-09,2021-09-01,0.08333333333333333,1657.7024944248224
C0000008,2020-12-09,91871,19892.42993309787,South,2021-12-09,2021-10-01,0.08333333333333333,1657.7024944248224
C0000008,2020-12-09,91871,19892.42993309787,South,2021-12-09,2021-11-01,0.08333333333333333,1657.7024944248224
C0000008,2020-12-09,91871,19892.42993309787,South,2021-12-09,2021-12-01,0.08333333333333333,1657.7024944248224
C0000009,2016-04-11,38602,31846.30174765376,North,2017-04-11,2016-04-01,0.08333333333333333,2653.8584789711467
C0000009,2016-04-11,38602,31846.30174765376,North,2017-04-11,2016-05-01,0.08333333333333333,2653.8584789711467
C0000009,2016-04-11,38602,31846.30174765376,North,2017-04-11,2016-06-01,0.08333333333333333,2653.8584789711467
C0000009,2016-04-11,38602,31846.30174765376,North,2017-04-11,2016-07-01,0.08333333333333333,2653.8584789711467
C0000009,2016-04-11,38602,31846.30174765376,North,2017-04-11,2016-08-01,0.08333333333333333,2653.8584789711467
C0000009,2016-04-11,38602,31846.30174765376,North,2017-04-11,2016-09-01,0.08333333333333333,2653.8584789711467
C0000009,2016-04-11,38602,31846.30174765376,North,2017-04-11,2016-10-01,0.08333333333333333,2653.8584789711467
C0000009,2016-04-11,38602,31846.30174765376,North,2017-04-11,2016-11-01,0.08333333333333333,2653.8584789711467
C0000009,2016-04-11,38602,31846.30174765376,North,2017-04-11,2016-12-01,0.08333333333333333,2653.8584789711467
C0000009,2016-04-11,38602,31846.30174765376,North,2017-04-11,2017-01-01,0.08333333333333333,2653.8584789711467
C0000009,2016-04-11,38602,31846.30174765376,North,2017-04-11,2017-02-01,0.08333333333333333,2653.8584789711467
C0000009,2016-04-11,38602,31846.30174765376,North,2017-04-11,2017-03-01,0.08333333333333333,2653.8584789711467
C0000009,2016-04-11,38602,31846.30174765376,North,2017-04-11,2017-04-01,0.08333333333333333,2653.8584789711467
C0000010,2018-05-23,63331,23993.698542767062,North,2019-05-23,2018-05-01,0.08333333333333333,1999.474878563922
C0000010,2018-05-23,63331,23993.698542767062,North,2019-05-23,2018-06-01,0.08333333333333333,1999.474878563922
C0000010,2018-05-23,63331,23993.698542767062,North,2019-05-23,2018-07-01,0.08333333333333333,1999.474878563922
C0000010,2018-05-23,63331,23993.698542767062,North,2019-05-23,2018-08-01,0.08333333333333333,1999.474878563922
C0000010,2018-05-23,63331,23993.698542767062,North,2019-05-23,2018-09-01,0.08333333333333333,1999.474878563922
C0000010,2018-05-23,63331,23993.698542767062,North,2019-05-23,2018-10-01,0.08333333333333333,1999.474878563922
C0000010,2018-05-23,63331,23993.698542767062,North,2019-05-23,2018-11-01,0.08333333333333333,1999.474878563922
C0000010,2018-05-23,63331,23993.698542767062,North,2019-05-23,2018-12-01,0.08333333333333333,1999.474878563922
C0000010,2018-05-23,63331,23993.698542767062,North,2019-05-23,2019-01-01,0.08333333333333333,1999.474878563922
C0000010,2018-05-23,63331,23993.698542767062,North,2019-05-23,2019-02-01,0.08333333333333333,1999.474878563922
C0000010,2018-05-23,63331,23993.698542767062,North,2019-05-23,2019-03-01,0.08333333333333333,1999.474878563922
C0000010,2018-05-23,63331,23993.698542767062,North,2019-05-23,2019-04-01,0.08333333333333333,1999.474878563922
C0000010,2018-05-23,63331,23993.698542767062,North,2019-05-23,2019-05-01,0.08333333333333333,1999.474878563922
C0000011,2015-11-27,58901,18727.65791792742,East,2016-11-27,2015-11-01,0.08333333333333333,1560.6381598272849
C0000011,2015-11-27,58901,18727.65791792742,East,2016-11-27,2015-12-01,0.08333333333333333,1560.6381598272849
C0000011,2015-11-27,58901,18727.65791792742,East,2016-11-27,2016-01-01,0.08333333333333333,1560.6381598272849
C0000011,2015-11-27,58901,18727.65791792742,East,2016-11-27,2016-02-01,0.08333333333333333,1560.6381598272849
C0000011,2015-11-27,58901,18727.65791792742,East,2016-11-27,2016-03-01,0.08333333333333333,1560.6381598272849
C0000011,2015-11-27,58901,18727.65791792742,East,2016-11-27,2016-04-01,0.08333333333333333,1560.6381598272849
C0000011,2015-11-27,58901,18727.65791792742,East,2016-11-27,2016-05-01,0.08333333333333333,1560.6381598272849
C0000011,2015-11-27,58901,18727.65791792742,East,2016-11-27,2016-06-01,0.08333333333333333,1560.6381598272849
C0000011,2015-11-27,58901,18727.65791792742,East,2016-11-27,2016-07-01,0.08333333333333333,1560.6381598272849
C0000011,2015-11-27,58901,18727.65791792742,East,2016-11-27,2016-08-01,0.08333333333333333,1560.6381598272849
C0000011,2015-11-27,58901,18727.65791792742,East,2016-11-27,2016-09-01,0.08333333333333333,1560.6381598272849
C0000011,2015-11-27,58901,18727.65791792742,East,2016-11-27,2016-10-01,0.08333333333333333,1560.6381598272849
C0000011,2015-11-27,58901,18727.65791792742,East,2016-11-27,2016-11-01,0.08333333333333333,1560.6381598272849
C0000012,2019-01-22,73416,24066.775776506,South,2020-01-22,2019-01-01,0.08333333333333333,2005.5646480421667
C0000012,2019-01-22,73416,24066.775776506,South,2020-01-22,2019-02-01,0.08333333333333333,2005.5646480421667
C0000012,2019-01-22,73416,24066.775776506,South,2020-01-22,2019-03-01,0.08333333333333333,2005.5646480421667
C0000012,2019-01-22,73416,24066.775776506,South,2020-01-22,2019-04-01,0.08333333333333333,2005.5646480421667
C0000012,2019-01-22,73416,24066.775776506,South,2020-01-22,2019-05-01,0.08333333333333333,2005.5646480421667
C0000012,2019-01-22,73416,24066.775776506,South,2020-01-22,2019-06-01,0.08333333333333333,2005.5646480421667
C0000012,2019-01-22,73416,24066.775776506,South,2020-01-22,2019-07-01,0.08333333333333333,2005.5646480421667
C0000012,2019-01-22,73416,24066.775776506,South,2020-01-22,2019-08-01,0.08333333333333333,2005.5646480421667
C0000012,2019-01-22,73416,24066.775776506,South,2020-01-22,2019-09-01,0.08333333333333333,2005.5646480421667
C0000012,2019-01-22,73416,24066.775776506,South,2020-01-22,2019-10-01,0.08333333333333333,2005.5646480421667
C0000012,2019-01-22,73416,24066.775776506,South,2020-01-22,2019-11-01,0.08333333333333333,2005.5646480421667
C0000012,2019-01-22,73416,24066.775776506,South,2020-01-22,2019-12-01,0.08333333333333333,2005.5646480421667
C0000012,2019-01-22,73416,24066.775776506,South,2020-01-22,2020-01-01,0.08333333333333333,2005.5646480421667
C0000013,2020-11-05,42196,13618.459097378744,West,2021-11-05,2020-11-01,0.08333333333333333,1134.8715914482286
C0000013,2020-11-05,42196,13618.459097378744,West,2021-11-05,2020-12-01,0.08333333333333333,1134.8715914482286
C0000013,2020-11-05,42196,13618.459097378744,West,2021-11-05,2021-01-01,0.08333333333333333,1134.8715914482286
C0000013,2020-11-05,42196,13618.459097378744,West,2021-11-05,2021-02-01,0.08333333333333333,1134.8715914482286
C0000013,2020-11-05,42196,13618.459097378744,West,2021-11-05,2021-03-01,0.08333333333333333,1134.8715914482286
C0000013,2020-11-05,42196,13618.459097378744,West,2021-11-05,2021-04-01,0.08333333333333333,1134.8715914482286
C0000013,2020-11-05,42196,13618.459097378744,West,2021-11-05,2021-05-01,0.08333333333333333,1134.8715914482286
C0000013,2020-11-05,42196,13618.459097378744,West,2021-11-05,2021-06-01,0.08333333333333333,1134.8715914482286
C0000013,2020-11-05,42196,13618.459097378744,West,2021-11-05,2021-07-01,0.08333333333333333,1134.8715914482286
C0000013,2020-11-05,42196,13618.459097378744,West,2021-11-05,2021-08-01,0.08333333333333333,1134.8715914482286
C0000013,2020-11-05,42196,13618.459097378744,West,2021-11-05,2021-09-01,0.08333333333333333,1134.8715914482286
C0000013,2020-11-05,42196,13618.459097378744,West,2021-11-05,2021-10-01,0.08333333333333333,1134.8715914482286
C0000013,2020-11-05,42196,13618.459097378744,West,2021-11-05,2021-11-01,0.08333333333333333,1134.8715914482286
C0000014,2024-06-06,15626,16176.236905487174,North,2025-06-06,2024-06-01,0.08333333333333333,1348.019742123931
C0000014,2024-06-06,15626,16176.236905487174,North,2025-06-06,2024-07-01,0.08333333333333333,1348.019742123931
C0000014,2024-06-06,15626,16176.236905487174,North,2025-06-06,2024-08-01,0.08333333333333333,1348.019742123931
C0000014,2024-06-06,15626,16176.236905487174,North,2025-06-06,2024-09-01,0.08333333333333333,1348.019742123931
C0000014,2024-06-06,15626,16176.236905487174,North,2025-06-06,2024-10-01,0.08333333333333333,1348.019742123931
C0000014,2024-06-06,15626,16176.236905487174,North,2025-06-06,2024-11-01,0.08333333333333333,1348.019742123931
C0000014,2024-06-06,15626,16176.236905487174,North,2025-06-06,2024-12-01,0.08333333333333333,1348.019742123931
C0000015,2023-09-07,17424,14396.531416473266,East,2024-09-07,2023-09-01,0.08333333333333333,1199.7109513727721
C0000015,2023-09-07,17424,14396.531416473266,East,2024-09-07,2023-10-01,0.08333333333333333,1199.7109513727721
C0000015,2023-09-07,17424,14396.531416473266,East,2024-09-07,2023-11-01,0.08333333333333333,1199.7109513727721
C0000015,2023-09-07,17424,14396.531416473266,East,2024-09-07,2023-12-01,0.08333333333333333,1199.7109513727721
C0000015,2023-09-07,17424,14396.531416473266,East,2024-09-07,2024-01-01,0.08333333333333333,1199.7109513727721
C0000015,2023-09-07,17424,14396.531416473266,East,2024-09-07,2024-02-01,0.08333333333333333,1199.7109513727721
C0000015,2023-09-07,17424,14396.531416473266,East,2024-09-07,2024-03-01,0.08333333333333333,1199.7109513727721
C0000015,2023-09-07,17424,14396.531416473266,East,2024-09-07,2024-04-01,0.08333333333333333,1199.7109513727721
C0000015,2023-09-07,17424,14396.531416473266,East,2024-09-07,2024-05-01,0.08333333333333333,1199.7109513727721
C0000015,2023-09-07,17424,14396.531416473266,East,2024-09-07,2024-06-01,0.08333333333333333,1199.7109513727721
C0000015,2023-09-07,17424,14396.531416473266,East,2024-09-07,2024-07-01,0.08333333333333333,1199.7109513727721
C0000015,2023-09-07,17424,14396.531416473266,East,2024-09-07,2024-08-01,0.08333333333333333,1199.7109513727721
C0000015,2023-09-07,17424,14396.531416473266,East,2024-09-07,2024-09-01,0.08333333333333333,1199.7109513727721
C0000016,2022-12-29,22857,22945.37214052935,South,2023-12-29,2022-12-01,0.08333333333333333,1912.1143450441125
C0000016,2022-12-29,22857,22945.37214052935,South,2023-12-29,2023-01-01,0.08333333333333333,1912.1143450441125
C0000016,2022-12-29,22857,22945.37214052935,South,2023-12-29,2023-02-01,0.08333333333333333,1912.1143450441125
C0000016,2022-12-29,22857,22945.37214052935,South,2023-12-29,2023-03-01,0.08333333333333333,1912.1143450441125
C0000016,2022-12-29,22857,22945.37214052935,South,2023-12-29,2023-04-01,0.08333333333333333,1912.1143450441125
C0000016,2022-12-29,22857,22945.37214052935,South,2023-12-29,2023-05-01,0.08333333333333333,1912.1143450441125
C0000016,2022-12-29,22857,22945.37214052935,South,2023-12-29,2023-06-01,0.08333333333333333,1912.1143450441125
C0000016,2022-12-29,22857,22945.37214052935,South,2023-12-29,2023-07-01,0.08333333333333333,1912.1143450441125
C0000016,2022-12-29,22857,22945.37214052935,South,2023-12-29,2023-08-01,0.08333333333333333,1912.1143450441125
C0000016,2022-12-29,22857,22945.37214052935,South,2023-12-29,2023-09-01,0.08333333333333333,1912.1143450441125
C0000016,2022-12-29,22857,22945.37214052935,South,2023-12-29,2023-10-01,0.08333333333333333,1912.1143450441125
C0000016,2022-12-29,22857,22945.37214052935,South,2023-12-29,2023-11-01,0.08333333333333333,1912.1143450441125
C0000016,2022-12-29,22857,22945.37214052935,South,2023-12-29,2023-12-01,0.08333333333333333,1912.1143450441125
C0000017,2015-05-11,29982,24691.912748558323,North,2016-05-11,2015-05-01,0.08333333333333333,2057.6593957131936
C0000017,2015-05-11,29982,24691.912748558323,North,2016-05-11,2015-06-01,0.08333333333333333,2057.6593957131936
C0000017,2015-05-11,29982,24691.912748558323,North,2016-05-11,2015-07-01,0.08333333333333333,2057.6593957131936
C0000017,2015-05-11,29982,24691.912748558323,North,2016-05-11,2015-08-01,0.08333333333333333,2057.6593957131936
C0000017,2015-05-11,29982,24691.912748558323,North,2016-05-11,2015-09-01,0.08333333333333333,2057.6593957131936
C0000017,2015-05-11,29982,24691.912748558323,North,2016-05-11,2015-10-01,0.08333333333333333,2057.6593957131936
C0000017,2015-05-11,29982,24691.912748558323,North,2016-05-11,2015-11-01,0.08333333333333333,2057.6593957131936
C0000017,2015-05-11,29982,24691.912748558323,North,2016-05-11,2015-12-01,0.08333333333333333,2057.6593957131936
C0000017,2015-05-11,29982,24691.912748558323,North,2016-05-11,2016-01-01,0.08333333333333333,2057.6593957131936
C0000017,2015-05-11,29982,24691.912748558323,North,2016-05-11,2016-02-01,0.08333333333333333,2057.6593957131936
C0000017,2015-05-11,29982,24691.912748558323,North,2016-05-11,2016-03-01,0.08333333333333333,2057.6593957131936
C0000017,2015-05-11,29982,24691.912748558323,North,2016-05-11,2016-04-01,0.08333333333333333,2057.6593957131936
C0000017,2015-05-11,29982,24691.912748558323,North,2016-05-11,2016-05-01,0.08333333333333333,2057.6593957131936
C0000018,2019-08-13,86961,19031.52686765277,South,2020-08-13,2019-08-01,0.08333333333333333,1585.9605723043976
C0000018,2019-08-13,86961,19031.52686765277,South,2020-08-13,2019-09-01,0.08333333333333333,1585.9605723043976
C0000018,2019-08-13,86961,19031.52686765277,South,2020-08-13,2019-10-01,0.08333333333333333,1585.9605723043976
C0000018,2019-08-13,86961,19031.52686765277,South,2020-08-13,2019-11-01,0.08333333333333333,1585.9605723043976
C0000018,2019-08-13,86961,19031.52686765277,South,2020-08-13,2019-12-01,0.08333333333333333,1585.9605723043976
C0000018,2019-08-13,86961,19031.52686765277,South,2020-08-13,2020-01-01,0.08333333333333333,1585.9605723043976
C0000018,2019-08-13,86961,19031.52686765277,South,2020-08-13,2020-02-01,0.08333333333333333,1585.9605723043976
C0000018,2019-08-13,86961,19031.52686765277,South,2020-08-13,2020-03-01,0.08333333333333333,1585.9605723043976
C0000018,2019-08-13,86961,19031.52686765277,South,2020-08-13,2020-04-01,0.08333333333333333,1585.9605723043976
C0000018,2019-08-13,86961,19031.52686765277,South,2020-08-13,2020-05-01,0.08333333333333333,1585.9605723043976
C0000018,2019-08-13,86961,19031.52686765277,South,2020-08-13,2020-06-01,0.08333333333333333,1585.9605723043976
C0000018,2019-08-13,86961,19031.52686765277,South,2020-08-13,2020-07-01,0.08333333333333333,1585.9605723043976
C0000018,2019-08-13,86961,19031.52686765277,South,2020-08-13,2020-08-01,0.08333333333333333,1585.9605723043976
C0000019,2024-04-03,11980,15338.497091979709,South,2025-04-03,2024-04-01,0.08333333333333333,1278.208090998309
C0000019,2024-04-03,11980,15338.497091979709,South,2025-04-03,2024-05-01,0.08333333333333333,1278.208090998309
C0000019,2024-04-03,11980,15338.497091979709,South,2025-04-03,2024-06-01,0.08333333333333333,1278.208090998309
C0000019,2024-04-03,11980,15338.497091979709,South,2025-04-03,2024-07-01,0.08333333333333333,1278.208090998309
C0000019,2024-04-03,11980,15338.497091979709,South,2025-04-03,2024-08-01,0.08333333333333333,1278.208090998309
C0000019,2024-04-03,11980,15338.497091979709,South,2025-04-03,2024-09-01,0.08333333333333333,1278.208090998309
C0000019,2024-04-03,11980,15338.497091979709,South,2025-04-03,2024-10-01,0.08333333333333333,1278.208090998309
C0000019,2024-04-03,11980,15338.497091979709,South,2025-04-03,2024-11-01,0.08333333333333333,1278.208090998309
C0000019,2024-04-03,11980,15338.497091979709,South,2025-04-03,2024-12-01,0.08333333333333333,1278.208090998309
C0000020,2017-02-08,58290,19812.637525379338,North,2018-02-08,2017-02-01,0.08333333333333333,1651.0531271149448
C0000020,2017-02-08,58290,19812.637525379338,North,2018-02-08,2017-03-01,0.08333333333333333,1651.0531271149448
