claim_id,valuation_date,case_reserve_amount,expense_reserve_amount
CL0000003,2022-03-18,0.0,0.0
CL0000003,2022-04-18,0.0,0.0
CL0000003,2022-05-18,0.0,0.0
CL0000003,2022-06-18,0.0,0.0
CL0000003,2022-07-18,0.0,0.0
CL0000003,2022-08-18,0.0,0.0
CL0000003,2022-09-18,0.0,0.0
CL0000003,2022-10-18,0.0,0.0
CL0000003,2022-11-18,0.0,0.0
CL0000003,2022-12-18,0.0,0.0
CL0000003,2023-01-18,0.0,0.0
CL0000003,2023-02-18,0.0,0.0
CL0000003,2023-03-18,0.0,0.0
CL0000003,2023-04-18,467.66,46.77
CL0000003,2023-05-18,0.0,0.0
CL0000003,2023-06-18,0.0,0.0
CL0000003,2023-07-18,0.0,0.0
CL0000003,2023-08-18,0.0,0.0
CL0000003,2023-09-18,0.0,0.0
CL0000003,2023-10-18,89.99,9.0
CL0000003,2023-11-18,59.68,5.97
CL0000003,2023-12-18,0.0,0.0
CL0000003,2024-01-18,0.0,0.0
CL0000003,2024-02-18,0.0,0.0
CL0000003,2024-03-18,373.14,37.31
CL0000003,2024-04-18,0.0,0.0
CL0000003,2024-05-18,0.0,0.0
CL0000003,2024-06-18,0.0,0.0
CL0000003,2024-07-18,167.24,16.72
CL0000003,2024-08-18,375.9,37.59
CL0000003,2024-09-18,0.0,0.0
CL0000003,2024-10-18,0.0,0.0
CL0000003,2024-11-18,0.0,0.0
CL0000003,2024-12-18,280.17,28.02
CL0000004,2023-12-01,3803.3,380.33
CL0000004,2024-01-01,3867.79,386.78
CL0000004,2024-02-01,4255.94,425.59
CL0000004,2024-03-01,4251.17,425.12
CL0000004,2024-04-01,4281.7,428.17
CL0000004,2024-05-01,4546.59,454.66
CL0000004,2024-06-01,2415.74,241.57
CL0000004,2024-07-01,1980.04,198.0
CL0000004,2024-08-01,2480.69,248.07
CL0000004,2024-09-01,2735.02,273.5
CL0000004,2024-10-01,2797.21,279.72
CL0000004,2024-11-01,2607.91,260.79
CL0000004,2024-12-01,2735.98,273.6
CL0000005,2023-05-18,6606.61,660.66
CL0000005,2023-06-18,6891.85,689.18
CL0000005,2023-07-18,7333.85,733.39
CL0000005,2023-08-18,7454.09,745.41
CL0000005,2023-09-18,7731.42,773.14
CL0000005,2023-10-18,7907.07,790.71
CL0000005,2023-11-18,8160.78,816.08
CL0000005,2023-12-18,8716.95,871.69
CL0000005,2024-01-18,8217.4,821.74
CL0000005,2024-02-18,8549.67,854.97
CL0000005,2024-03-18,9039.33,903.93
CL0000005,2024-04-18,8972.93,897.29
CL0000005,2024-05-18,8832.51,883.25
CL0000005,2024-06-18,9200.39,920.04
CL0000005,2024-07-18,8922.11,892.21
CL0000005,2024-08-18,9751.27,975.13
CL0000005,2024-09-18,2153.34,215.33
CL0000005,2024-10-18,1104.47,110.45
CL0000005,2024-11-18,0.0,0.0
CL0000005,2024-12-18,0.0,0.0
CL0000006,2024-05-28,6958.57,695.86
CL0000006,2024-06-28,6901.78,690.18
CL0000006,2024-07-28,7567.94,756.79
CL0000006,2024-08-28,7290.02,729.0
CL0000006,2024-09-28,1770.0,177.0
CL0000006,2024-10-28,2075.26,207.53
CL0000006,2024-11-28,2187.0,218.7
CL0000006,2024-12-28,2295.63,229.56
CL0000007,2024-10-01,618.03,61.8
CL0000007,2024-11-01,607.93,60.79
CL0000007,2024-12-01,85.49,8.55
CL0000008,2017-02-02,4527.26,452.73
CL0000008,2017-03-02,4916.22,491.62
CL0000008,2017-04-02,4947.91,494.79
CL0000008,2017-05-02,4971.18,497.12
CL0000008,2017-06-02,5266.69,526.67
CL0000008,2017-07-02,5357.15,535.72
CL0000008,2017-08-02,5916.96,591.7
CL0000008,2017-09-02,5725.38,572.54
CL0000008,2017-10-02,0.0,0.0
CL0000008,2017-11-02,0.0,0.0
CL0000008,2017-12-02,0.0,0.0
CL0000008,2018-01-02,0.0,0.0
CL0000008,2018-02-02,0.0,0.0
CL0000008,2018-03-02,0.0,0.0
CL0000008,2018-04-02,0.0,0.0
CL0000008,2018-05-02,0.0,0.0
CL0000008,2018-06-02,0.0,0.0
CL0000008,2018-07-02,0.0,0.0
CL0000008,2018-08-02,0.0,0.0
CL0000008,2018-09-02,0.0,0.0
CL0000008,2018-10-02,0.0,0.0
CL0000008,2018-11-02,0.0,0.0
CL0000008,2018-12-02,0.0,0.0
CL0000008,2019-01-02,0.0,0.0
CL0000008,2019-02-02,0.0,0.0
CL0000008,2019-03-02,0.0,0.0
CL0000008,2019-04-02,0.0,0.0
CL0000008,2019-05-02,0.0,0.0
CL0000008,2019-06-02,0.0,0.0
CL0000008,2019-07-02,0.0,0.0
CL0000008,2019-08-02,0.0,0.0
CL0000008,2019-09-02,0.0,0.0
CL0000008,2019-10-02,0.0,0.0
CL0000008,2019-11-02,0.0,0.0
CL0000008,2019-12-02,0.0,0.0
CL0000008,2020-01-02,0.0,0.0
CL0000008,2020-02-02,0.0,0.0
CL0000008,2020-03-02,55.95,5.59
CL0000008,2020-04-02,0.0,0.0
CL0000008,2020-05-02,83.41,8.34
CL0000008,2020-06-02,0.0,0.0
CL0000008,2020-07-02,0.0,0.0
CL0000008,2020-08-02,0.0,0.0
CL0000008,2020-09-02,66.07,6.61
CL0000008,2020-10-02,0.0,0.0
CL0000008,2020-11-02,0.0,0.0
CL0000008,2020-12-02,0.0,0.0
CL0000008,2021-01-02,0.0,0.0
CL0000008,2021-02-02,82.74,8.27
CL0000008,2021-03-02,0.0,0.0
CL0000008,2021-04-02,0.0,0.0
CL0000008,2021-05-02,0.0,0.0
CL0000008,2021-06-02,0.0,0.0
CL0000008,2021-07-02,0.0,0.0
CL0000008,2021-08-02,0.0,0.0
CL0000008,2021-09-02,0.0,0.0
CL0000008,2021-10-02,0.0,0.0
CL0000008,2021-11-02,0.0,0.0
CL0000008,2021-12-02,0.0,0.0
CL0000008,2022-01-02,1.28,0.13
CL0000008,2022-02-02,74.46,7.45
CL0000008,2022-03-02,412.92,41.29
CL0000008,2022-04-02,0.0,0.0
CL0000008,2022-05-02,75.44,7.54
CL0000008,2022-06-02,0.0,0.0
CL0000008,2022-07-02,0.0,0.0
CL0000008,2022-08-02,0.0,0.0
CL0000008,2022-09-02,0.0,0.0
CL0000008,2022-10-02,0.0,0.0
CL0000008,2022-11-02,0.0,0.0
CL0000008,2022-12-02,0.0,0.0
CL0000008,2023-01-02,540.49,54.05
CL0000008,2023-02-02,61.49,6.15
CL0000008,2023-03-02,408.51,40.85
CL0000008,2023-04-02,294.11,29.41
CL0000008,2023-05-02,0.0,0.0
CL0000008,2023-06-02,0.0,0.0
CL0000008,2023-07-02,0.0,0.0
CL0000008,2023-08-02,0.0,0.0
CL0000008,2023-09-02,0.0,0.0
CL0000008,2023-10-02,0.0,0.0
CL0000008,2023-11-02,48.81,4.88
CL0000008,2023-12-02,44.58,4.46
CL0000008,2024-01-02,27.88,2.79
CL0000008,2024-02-02,0.0,0.0
CL0000008,2024-03-02,171.92,17.19
CL0000008,2024-04-02,0.0,0.0
CL0000008,2024-05-02,297.98,29.8
CL0000008,2024-06-02,0.0,0.0
CL0000008,2024-07-02,130.26,13.03
CL0000008,2024-08-02,92.4,9.24
CL0000008,2024-09-02,0.0,0.0
CL0000008,2024-10-02,0.0,0.0
CL0000008,2024-11-02,90.19,9.02
CL0000008,2024-12-02,195.87,19.59
CL0000009,2019-11-08,1713.36,171.34
CL0000009,2019-12-08,1833.16,183.32
CL0000009,2020-01-08,1867.2,186.72
CL0000009,2020-02-08,1995.15,199.52
CL0000009,2020-03-08,2045.88,204.59
CL0000009,2020-04-08,1873.93,187.39
CL0000009,2020-05-08,1979.12,197.91
CL0000009,2020-06-08,1577.9,157.79
CL0000009,2020-07-08,1685.75,168.57
CL0000009,2020-08-08,926.29,92.63
CL0000009,2020-09-08,903.36,90.34
CL0000009,2020-10-08,1102.09,110.21
CL0000009,2020-11-08,902.49,90.25
CL0000009,2020-12-08,1009.04,100.9
CL0000009,2021-01-08,1020.2,102.02
CL0000009,2021-02-08,1099.3,109.93
CL0000009,2021-03-08,1133.98,113.4
CL0000009,2021-04-08,1131.44,113.14
CL0000009,2021-05-08,0.0,0.0
CL0000009,2021-06-08,0.0,0.0
CL0000009,2021-07-08,0.0,0.0
CL0000009,2021-08-08,0.0,0.0
CL0000009,2021-09-08,0.0,0.0
CL0000009,2021-10-08,0.0,0.0
CL0000009,2021-11-08,0.0,0.0
CL0000009,2021-12-08,0.0,0.0
CL0000009,2022-01-08,0.0,0.0
CL0000009,2022-02-08,0.0,0.0
CL0000009,2022-03-08,0.0,0.0
CL0000009,2022-04-08,0.0,0.0
CL0000009,2022-05-08,0.0,0.0
CL0000009,2022-06-08,0.0,0.0
CL0000009,2022-07-08,0.0,0.0
CL0000009,2022-08-08,0.0,0.0
CL0000009,2022-09-08,0.0,0.0
CL0000009,2022-10-08,0.0,0.0
CL0000009,2022-11-08,0.0,0.0
CL0000009,2022-12-08,0.0,0.0
CL0000009,2023-01-08,0.0,0.0
CL0000009,2023-02-08,0.0,0.0
CL0000009,2023-03-08,0.0,0.0
CL0000009,2023-04-08,0.0,0.0
CL0000009,2023-05-08,0.0,0.0
CL0000009,2023-06-08,0.0,0.0
CL0000009,2023-07-08,0.0,0.0
CL0000009,2023-08-08,0.0,0.0
CL0000009,2023-09-08,0.0,0.0
CL0000009,2023-10-08,0.0,0.0
CL0000009,2023-11-08,0.0,0.0
CL0000009,2023-12-08,0.0,0.0
CL0000009,2024-01-08,0.0,0.0
CL0000009,2024-02-08,0.0,0.0
CL0000009,2024-03-08,0.0,0.0
CL0000009,2024-04-08,0.0,0.0
CL0000009,2024-05-08,0.0,0.0
CL0000009,2024-06-08,0.0,0.0
CL0000009,2024-07-08,8.39,0.84
CL0000009,2024-08-08,41.12,4.11
CL0000009,2024-09-08,2.6,0.26
CL0000009,2024-10-08,1.91,0.19
CL0000009,2024-11-08,0.0,0.0
CL0000009,2024-12-08,0.0,0.0
CL0000010,2023-09-09,16495.63,1649.56
CL0000010,2023-10-09,16608.15,1660.81
CL0000010,2023-11-09,17253.52,1725.35
CL0000010,2023-12-09,18037.98,1803.8
CL0000010,2024-01-09,18159.27,1815.93
CL0000010,2024-02-09,18204.14,1820.41
CL0000010,2024-03-09,19064.12,1906.41
CL0000010,2024-04-09,19013.67,1901.37
CL0000010,2024-05-09,19971.7,1997.17
CL0000010,2024-06-09,13616.08,1361.61
CL0000010,2024-07-09,12055.77,1205.58
CL0000010,2024-08-09,12151.39,1215.14
CL0000010,2024-09-09,0.0,0.0
CL0000010,2024-10-09,0.0,0.0
CL0000010,2024-11-09,0.0,0.0
CL0000010,2024-12-09,0.0,0.0
CL0000011,2022-07-14,1778.69,177.87
CL0000011,2022-08-14,1791.91,179.19
CL0000011,2022-09-14,1968.49,196.85
CL0000011,2022-10-14,1952.39,195.24
CL0000011,2022-11-14,1883.53,188.35
CL0000011,2022-12-14,1989.27,198.93
CL0000011,2023-01-14,904.41,90.44
CL0000011,2023-02-14,537.34,53.73
CL0000011,2023-03-14,620.55,62.05
CL0000011,2023-04-14,668.32,66.83
CL0000011,2023-05-14,563.81,56.38
CL0000011,2023-06-14,204.81,20.48
CL0000011,2023-07-14,118.16,11.82
CL0000011,2023-08-14,0.0,0.0
CL0000011,2023-09-14,0.0,0.0
CL0000011,2023-10-14,0.0,0.0
CL0000011,2023-11-14,0.0,0.0
CL0000011,2023-12-14,0.0,0.0
CL0000011,2024-01-14,0.0,0.0
CL0000011,2024-02-14,0.0,0.0
CL0000011,2024-03-14,0.0,0.0
CL0000011,2024-04-14,0.0,0.0
CL0000011,2024-05-14,0.0,0.0
CL0000011,2024-06-14,0.0,0.0
CL0000011,2024-07-14,0.0,0.0
CL0000011,2024-08-14,0.0,0.0
CL0000011,2024-09-14,0.0,0.0
CL0000011,2024-10-14,0.0,0.0
CL0000011,2024-11-14,0.0,0.0
CL0000011,2024-12-14,0.0,0.0
CL0000012,2022-08-09,1269.32,126.93
CL0000012,2022-09-09,1340.77,134.08
CL0000012,2022-10-09,1438.95,143.89
CL0000012,2022-11-09,1423.03,142.3
CL0000012,2022-12-09,1534.54,153.45
CL0000012,2023-01-09,1562.45,156.25
CL0000012,2023-02-09,1516.3,151.63
CL0000012,2023-03-09,1290.7,129.07
CL0000012,2023-04-09,1225.17,122.52
CL0000012,2023-05-09,1187.2,118.72
CL0000012,2023-06-09,1184.99,118.5
CL0000012,2023-07-09,1280.26,128.03
CL0000012,2023-08-09,1358.23,135.82
CL0000012,2023-09-09,1264.39,126.44
CL0000012,2023-10-09,233.86,23.39
CL0000012,2023-11-09,0.0,0.0
CL0000012,2023-12-09,0.0,0.0
CL0000012,2024-01-09,0.0,0.0
CL0000012,2024-02-09,0.0,0.0
CL0000012,2024-03-09,0.0,0.0
CL0000012,2024-04-09,0.0,0.0
CL0000012,2024-05-09,0.0,0.0
CL0000012,2024-06-09,0.0,0.0
CL0000012,2024-07-09,0.0,0.0
CL0000012,2024-08-09,0.0,0.0
CL0000012,2024-09-09,0.0,0.0
CL0000012,2024-10-09,0.0,0.0
CL0000012,2024-11-09,0.0,0.0
CL0000012,2024-12-09,0.0,0.0
CL0000013,2017-09-01,13278.96,1327.9
CL0000013,2017-10-01,13690.06,1369.01
CL0000013,2017-11-01,14081.32,1408.13
CL0000013,2017-12-01,13940.27,1394.03
CL0000013,2018-01-01,14578.72,1457.87
CL0000013,2018-02-01,15283.37,1528.34
CL0000013,2018-03-01,15474.87,1547.49
CL0000013,2018-04-01,15704.54,1570.45
CL0000013,2018-05-01,15448.34,1544.83
CL0000013,2018-06-01,16604.23,1660.42
CL0000013,2018-07-01,16620.84,1662.08
CL0000013,2018-08-01,18092.12,1809.21
CL0000013,2018-09-01,17966.12,1796.61
CL0000013,2018-10-01,17550.79,1755.08
CL0000013,2018-11-01,16677.01,1667.7
CL0000013,2018-12-01,7537.32,753.73
CL0000013,2019-01-01,6881.54,688.15
CL0000013,2019-02-01,6327.54,632.75
CL0000013,2019-03-01,0.0,0.0
CL0000013,2019-04-01,0.0,0.0
CL0000013,2019-05-01,0.0,0.0
CL0000013,2019-06-01,0.0,0.0
CL0000013,2019-07-01,0.0,0.0
CL0000013,2019-08-01,0.0,0.0
CL0000013,2019-09-01,0.0,0.0
CL0000013,2019-10-01,0.0,0.0
CL0000013,2019-11-01,0.0,0.0
CL0000013,2019-12-01,0.0,0.0
CL0000013,2020-01-01,0.0,0.0
CL0000013,2020-02-01,0.0,0.0
CL0000013,2020-03-01,0.0,0.0
CL0000013,2020-04-01,0.0,0.0
CL0000013,2020-05-01,0.0,0.0
CL0000013,2020-06-01,0.0,0.0
CL0000013,2020-07-01,0.0,0.0
CL0000013,2020-08-01,0.0,0.0
CL0000013,2020-09-01,0.0,0.0
CL0000013,2020-10-01,0.0,0.0
CL0000013,2020-11-01,0.0,0.0
CL0000013,2020-12-01,0.0,0.0
CL0000013,2021-01-01,0.0,0.0
CL0000013,2021-02-01,0.0,0.0
CL0000013,2021-03-01,6.79,0.68
CL0000013,2021-04-01,0.0,0.0
CL0000013,2021-05-01,0.0,0.0
CL0000013,2021-06-01,161.23,16.12
CL0000013,2021-07-01,0.0,0.0
CL0000013,2021-08-01,0.0,0.0
CL0000013,2021-09-01,0.0,0.0
CL0000013,2021-10-01,0.0,0.0
CL0000013,2021-11-01,0.0,0.0
CL0000013,2021-12-01,305.86,30.59
CL0000013,2022-01-01,66.56,6.66
CL0000013,2022-02-01,0.0,0.0
CL0000013,2022-03-01,0.0,0.0
CL0000013,2022-04-01,0.0,0.0
CL0000013,2022-05-01,0.0,0.0
CL0000013,2022-06-01,0.0,0.0
CL0000013,2022-07-01,380.84,38.08
CL0000013,2022-08-01,0.0,0.0
CL0000013,2022-09-01,0.0,0.0
CL0000013,2022-10-01,0.0,0.0
CL0000013,2022-11-01,0.0,0.0
CL0000013,2022-12-01,186.03,18.6
CL0000013,2023-01-01,0.0,0.0
CL0000013,2023-02-01,0.0,0.0
CL0000013,2023-03-01,0.0,0.0
CL0000013,2023-04-01,0.0,0.0
CL0000013,2023-05-01,0.0,0.0
CL0000013,2023-06-01,0.0,0.0
CL0000013,2023-07-01,0.0,0.0
CL0000013,2023-08-01,0.0,0.0
CL0000013,2023-09-01,1467.7,146.77
CL0000013,2023-10-01,0.0,0.0
CL0000013,2023-11-01,0.0,0.0
CL0000013,2023-12-01,0.0,0.0
CL0000013,2024-01-01,0.0,0.0
CL0000013,2024-02-01,0.0,0.0
CL0000013,2024-03-01,0.0,0.0
CL0000013,2024-04-01,0.0,0.0
CL0000013,2024-05-01,0.0,0.0
CL0000013,2024-06-01,351.21,35.12
CL0000013,2024-07-01,0.0,0.0
CL0000013,2024-08-01,0.0,0.0
CL0000013,2024-09-01,0.0,0.0
CL0000013,2024-10-01,0.0,0.0
CL0000013,2024-11-01,0.0,0.0
CL0000013,2024-12-01,671.68,67.17
CL0000014,2018-08-15,5393.08,539.31
CL0000014,2018-09-15,5375.74,537.57
CL0000014,2018-10-15,5387.82,538.78
CL0000014,2018-11-15,5658.89,565.89
CL0000014,2018-12-15,5876.05,587.6
CL0000014,2019-01-15,5482.76,548.28
CL0000014,2019-02-15,3968.99,396.9
CL0000014,2019-03-15,3828.06,382.81
CL0000014,2019-04-15,4160.11,416.01
CL0000014,2019-05-15,4125.44,412.54
CL0000014,2019-06-15,3898.47,389.85
CL0000014,2019-07-15,4331.3,433.13
CL0000014,2019-08-15,4392.11,439.21
CL0000014,2019-09-15,4369.39,436.94
CL0000014,2019-10-15,4521.34,452.13
CL0000014,2019-11-15,4696.09,469.61
CL0000014,2019-12-15,4238.21,423.82
CL0000014,2020-01-15,0.0,0.0
CL0000014,2020-02-15,0.0,0.0
CL0000014,2020-03-15,0.0,0.0
CL0000014,2020-04-15,0.0,0.0
CL0000014,2020-05-15,0.0,0.0
CL0000014,2020-06-15,0.0,0.0
CL0000014,2020-07-15,0.0,0.0
CL0000014,2020-08-15,0.0,0.0
CL0000014,2020-09-15,0.0,0.0
CL0000014,2020-10-15,0.0,0.0
CL0000014,2020-11-15,0.0,0.0
CL0000014,2020-12-15,0.0,0.0
CL0000014,2021-01-15,0.0,0.0
CL0000014,2021-02-15,0.0,0.0
CL0000014,2021-03-15,0.0,0.0
CL0000014,2021-04-15,0.0,0.0
CL0000014,2021-05-15,0.0,0.0
CL0000014,2021-06-15,0.0,0.0
CL0000014,2021-07-15,0.0,0.0
CL0000014,2021-08-15,0.0,0.0
CL0000014,2021-09-15,0.0,0.0
CL0000014,2021-10-15,0.0,0.0
CL0000014,2021-11-15,0.0,0.0
CL0000014,2021-12-15,0.0,0.0
CL0000014,2022-01-15,0.0,0.0
CL0000014,2022-02-15,0.0,0.0
CL0000014,2022-03-15,325.59,32.56
CL0000014,2022-04-15,0.0,0.0
CL0000014,2022-05-15,0.0,0.0
CL0000014,2022-06-15,0.0,0.0
CL0000014,2022-07-15,0.0,0.0
CL0000014,2022-08-15,0.0,0.0
CL0000014,2022-09-15,0.0,0.0
CL0000014,2022-10-15,0.0,0.0
CL0000014,2022-11-15,33.21,3.32
CL0000014,2022-12-15,0.0,0.0
CL0000014,2023-01-15,0.0,0.0
CL0000014,2023-02-15,69.06,6.91
CL0000014,2023-03-15,0.0,0.0
CL0000014,2023-04-15,0.0,0.0
CL0000014,2023-05-15,0.0,0.0
CL0000014,2023-06-15,0.0,0.0
CL0000014,2023-07-15,0.0,0.0
CL0000014,2023-08-15,296.38,29.64
CL0000014,2023-09-15,275.33,27.53
CL0000014,2023-10-15,0.0,0.0
CL0000014,2023-11-15,0.0,0.0
CL0000014,2023-12-15,355.97,35.6
CL0000014,2024-01-15,0.0,0.0
CL0000014,2024-02-15,0.0,0.0
CL0000014,2024-03-15,162.77,16.28
CL0000014,2024-04-15,0.0,0.0
CL0000014,2024-05-15,0.0,0.0
CL0000014,2024-06-15,0.0,0.0
CL0000014,2024-07-15,65.88,6.59
CL0000014,2024-08-15,0.0,0.0
CL0000014,2024-09-15,0.0,0.0
CL0000014,2024-10-15,0.0,0.0
CL0000014,2024-11-15,0.0,0.0
CL0000014,2024-12-15,0.0,0.0
CL0000015,2021-07-02,11323.81,1132.38
CL0000015,2021-08-02,10911.41,1091.14
CL0000015,2021-09-02,11047.45,1104.75
